,dtype,n_values,n_nan_total,n_non_numeric_values,n_posinf,n_neginf
SGK2,float64,248,198,0,0,0
PDGFC,float64,248,198,0,0,0
LIPG,float64,248,198,0,0,0
NEMP2,float64,248,197,0,0,0
ABI3BP,float64,248,197,0,0,0
EYA4,float64,248,197,0,0,0
DLL1,float64,248,197,0,0,0
CKM,float64,248,197,0,0,0
TCN1,float64,248,197,0,0,0
MYOM2,float64,248,197,0,0,0
TAF1A,float64,248,197,0,0,0
PCGF3,float64,248,197,0,0,0
ZNF672,float64,248,197,0,0,0
FBLN7,float64,248,197,0,0,0
ALS2CL,float64,248,197,0,0,0
FAM199X,float64,248,197,0,0,0
CADM3,float64,248,197,0,0,0
HPS1,float64,248,197,0,0,0
UPK3B,float64,248,197,0,0,0
RNF26,float64,248,197,0,0,0
SLC25A18,float64,248,197,0,0,0
CD248,float64,248,197,0,0,0
PARD6A,float64,248,197,0,0,0
C2orf42,float64,248,197,0,0,0
MKS1,float64,248,197,0,0,0
PLK2,float64,248,197,0,0,0
TRDMT1,float64,248,196,0,0,0
MAST3,float64,248,196,0,0,0
HPX,float64,248,196,0,0,0
GSTA2,float64,248,196,0,0,0
EVI2A,float64,248,196,0,0,0
EDNRB,float64,248,196,0,0,0
ADH7,float64,248,196,0,0,0
NEK2,float64,248,196,0,0,0
ACTN3,float64,248,196,0,0,0
HLA-DRB5,float64,248,196,0,0,0
CFAP58,float64,248,196,0,0,0
RASIP1,float64,248,196,0,0,0
KHDRBS2,float64,248,196,0,0,0
KDM4D,float64,248,196,0,0,0
SPOPL,float64,248,196,0,0,0
CAPN13,float64,248,196,0,0,0
BORA,float64,248,196,0,0,0
CCBE1,float64,248,196,0,0,0
ZNF761,float64,248,196,0,0,0
C1orf210,float64,248,196,0,0,0
ZNF561,float64,248,196,0,0,0
ZNF594,float64,248,196,0,0,0
HYLS1,float64,248,196,0,0,0
CPLANE1,float64,248,196,0,0,0
ZNF358,float64,248,196,0,0,0
ARHGEF38,float64,248,196,0,0,0
BFAR,float64,248,196,0,0,0
PLEKHB1,float64,248,196,0,0,0
GLS2,float64,248,196,0,0,0
FBXO10,float64,248,196,0,0,0
WIPF3,float64,248,195,0,0,0
MMP13,float64,248,195,0,0,0
CRLF1,float64,248,195,0,0,0
B3GALNT1,float64,248,195,0,0,0
CBX7,float64,248,195,0,0,0
C5,float64,248,195,0,0,0
MMP7,float64,248,195,0,0,0
NUDT7,float64,248,195,0,0,0
ZNF286B,float64,248,195,0,0,0
ADCY7,float64,248,195,0,0,0
GAS1,float64,248,195,0,0,0
CLDN2,float64,248,195,0,0,0
SELENOW,float64,248,195,0,0,0
COL4A6,float64,248,195,0,0,0
SPA17,float64,248,195,0,0,0
CDNF,float64,248,195,0,0,0
SLC45A4,float64,248,195,0,0,0
ATF7IP2,float64,248,195,0,0,0
PIK3R6,float64,248,195,0,0,0
NOTUM,float64,248,195,0,0,0
B3GNT9,float64,248,195,0,0,0
NCCRP1,float64,248,195,0,0,0
ADAMTSL1,float64,248,195,0,0,0
GIPC3,float64,248,195,0,0,0
C2orf88,float64,248,195,0,0,0
ENKD1,float64,248,195,0,0,0
KDM4C,float64,248,195,0,0,0
ZNF696,float64,248,195,0,0,0
RGS18,float64,248,195,0,0,0
SPHK1,float64,248,195,0,0,0
KLHL9,float64,248,195,0,0,0
FAN1,float64,248,195,0,0,0
IGLC3,float64,248,194,0,0,0
HOXB8,float64,248,194,0,0,0
AMPD1,float64,248,194,0,0,0
CLTCL1,float64,248,194,0,0,0
PRSS12,float64,248,194,0,0,0
MPPED2,float64,248,194,0,0,0
ZNF691,float64,248,194,0,0,0
TEDC1,float64,248,194,0,0,0
COL23A1,float64,248,194,0,0,0
TEX9,float64,248,194,0,0,0
MNS1,float64,248,194,0,0,0
NKD2,float64,248,194,0,0,0
VOPP1,float64,248,194,0,0,0
TLCD1,float64,248,194,0,0,0
ZKSCAN3,float64,248,194,0,0,0
TDRD1,float64,248,194,0,0,0
ELOVL4,float64,248,194,0,0,0
LIN28A,float64,248,194,0,0,0
MBNL3,float64,248,194,0,0,0
B3GALT5,float64,248,194,0,0,0
NTNG1,float64,248,194,0,0,0
SULT1C4,float64,248,193,0,0,0
ESRRB,float64,248,193,0,0,0
CD48,float64,248,193,0,0,0
IFI6,float64,248,193,0,0,0
WT1,float64,248,193,0,0,0
CDKN2B,float64,248,193,0,0,0
XDH,float64,248,193,0,0,0
E2F1,float64,248,193,0,0,0
ATP2B2,float64,248,193,0,0,0
PGGHG,float64,248,193,0,0,0
MPPE1,float64,248,193,0,0,0
RPGRIP1L,float64,248,193,0,0,0
SWSAP1,float64,248,193,0,0,0
TMEM184A,float64,248,193,0,0,0
ESPNL,float64,248,193,0,0,0
TEDC2,float64,248,193,0,0,0
UNC13C,float64,248,193,0,0,0
SLC37A3,float64,248,193,0,0,0
MORC4,float64,248,193,0,0,0
DEPDC1B,float64,248,193,0,0,0
MAGED4,float64,248,193,0,0,0
BTBD9,float64,248,193,0,0,0
HAPLN3,float64,248,193,0,0,0
TMEM47,float64,248,193,0,0,0
SPX,float64,248,193,0,0,0
VCPKMT,float64,248,193,0,0,0
DMBT1,float64,248,193,0,0,0
UNC13A,float64,248,193,0,0,0
GPSM3,float64,248,193,0,0,0
TMEM129,float64,248,192,0,0,0
SH2B2,float64,248,192,0,0,0
TP73,float64,248,192,0,0,0
UGT2B11,float64,248,192,0,0,0
SLC22A3,float64,248,192,0,0,0
SERF1A,float64,248,192,0,0,0
FOS,float64,248,192,0,0,0
PDC,float64,248,192,0,0,0
MAGEA3,float64,248,192,0,0,0
CLDN18,float64,248,192,0,0,0
RELN,float64,248,192,0,0,0
ZNF385B,float64,248,192,0,0,0
DALRD3,float64,248,192,0,0,0
ELFN2,float64,248,192,0,0,0
SFMBT2,float64,248,192,0,0,0
DMKN,float64,248,192,0,0,0
SLC39A4,float64,248,192,0,0,0
ZNF836,float64,248,192,0,0,0
DNAH12,float64,248,192,0,0,0
DOCK3,float64,248,192,0,0,0
EPSTI1,float64,248,192,0,0,0
BMF,float64,248,192,0,0,0
KLHL4,float64,248,192,0,0,0
PRDM11,float64,248,192,0,0,0
ARHGEF3,float64,248,192,0,0,0
GALNT8,float64,248,192,0,0,0
DAPP1,float64,248,192,0,0,0
ZDHHC9,float64,248,192,0,0,0
PCDHB5,float64,248,192,0,0,0
FHAD1,float64,248,191,0,0,0
ARHGAP6,float64,248,191,0,0,0
KLK8,float64,248,191,0,0,0
SLC19A2,float64,248,191,0,0,0
ACVR2A,float64,248,191,0,0,0
BCL6,float64,248,191,0,0,0
SOX3,float64,248,191,0,0,0
SULT2A1,float64,248,191,0,0,0
TTC31,float64,248,191,0,0,0
ZRANB3,float64,248,191,0,0,0
HIVEP3,float64,248,191,0,0,0
TMC7,float64,248,191,0,0,0
ABCA7,float64,248,191,0,0,0
TMTC2,float64,248,191,0,0,0
TOPAZ1,float64,248,191,0,0,0
SLC35B4,float64,248,191,0,0,0
CEP95,float64,248,191,0,0,0
DEPDC7,float64,248,191,0,0,0
CD180,float64,248,191,0,0,0
YIPF2,float64,248,191,0,0,0
KATNBL1,float64,248,191,0,0,0
TLNRD1,float64,248,191,0,0,0
ASB7,float64,248,191,0,0,0
ALK,float64,248,191,0,0,0
KLK5,float64,248,191,0,0,0
LAIR1,float64,248,190,0,0,0
IGLL5,float64,248,190,0,0,0
SHF,float64,248,190,0,0,0
PLK4,float64,248,190,0,0,0
BTN3A1,float64,248,190,0,0,0
GSTA4,float64,248,190,0,0,0
TOX,float64,248,190,0,0,0
F9,float64,248,190,0,0,0
ABHD2,float64,248,190,0,0,0
ETS2,float64,248,190,0,0,0
ITGA9,float64,248,190,0,0,0
LRRC32,float64,248,190,0,0,0
ASTE1,float64,248,190,0,0,0
ZBTB41,float64,248,190,0,0,0
TENT5C,float64,248,190,0,0,0
RNF111,float64,248,190,0,0,0
C11orf96,float64,248,190,0,0,0
TEN1,float64,248,190,0,0,0
NLGN1,float64,248,190,0,0,0
PXYLP1,float64,248,190,0,0,0
ANKRD24,float64,248,190,0,0,0
BBS4,float64,248,190,0,0,0
SHANK3,float64,248,190,0,0,0
SEMA6A,float64,248,190,0,0,0
EVA1B,float64,248,190,0,0,0
MYO1A,float64,248,190,0,0,0
SCOC,float64,248,190,0,0,0
TENM1,float64,248,190,0,0,0
JRKL,float64,248,190,0,0,0
ASB3,float64,248,190,0,0,0
PCDHGB7,float64,248,190,0,0,0
IRAK3,float64,248,190,0,0,0
SLC12A8,float64,248,189,0,0,0
ANKRD18B,float64,248,189,0,0,0
STIMATE-MUSTN1,float64,248,189,0,0,0
KLHL18,float64,248,189,0,0,0
KCNH1,float64,248,189,0,0,0
HBZ,float64,248,189,0,0,0
ALDOB,float64,248,189,0,0,0
BMP4,float64,248,189,0,0,0
HLA-DRB4,float64,248,189,0,0,0
SPRR2D,float64,248,189,0,0,0
PRKCH,float64,248,189,0,0,0
PON1,float64,248,189,0,0,0
SLC1A6,float64,248,189,0,0,0
ZNF616,float64,248,189,0,0,0
PDZK1IP1,float64,248,189,0,0,0
ZC3H12A,float64,248,189,0,0,0
DENND5A,float64,248,189,0,0,0
FA2H,float64,248,189,0,0,0
NIPA1,float64,248,189,0,0,0
ZDHHC14,float64,248,189,0,0,0
PPM1K,float64,248,189,0,0,0
LRRC17,float64,248,189,0,0,0
MYO3A,float64,248,189,0,0,0
TBC1D16,float64,248,189,0,0,0
TMEM54,float64,248,189,0,0,0
FBXW5,float64,248,189,0,0,0
BIRC7,float64,248,189,0,0,0
NUDT11,float64,248,189,0,0,0
TNIP3,float64,248,189,0,0,0
WNK3,float64,248,189,0,0,0
TNKS2,float64,248,189,0,0,0
TBC1D14,float64,248,189,0,0,0
TRHDE,float64,248,189,0,0,0
PCDHA13,float64,248,189,0,0,0
PPP2R3B,float64,248,189,0,0,0
ZNF839,float64,248,188,0,0,0
SFI1,float64,248,188,0,0,0
SOCS2,float64,248,188,0,0,0
ITGA10,float64,248,188,0,0,0
RAB36,float64,248,188,0,0,0
IGFBP1,float64,248,188,0,0,0
PAEP,float64,248,188,0,0,0
IRF1,float64,248,188,0,0,0
ABCG1,float64,248,188,0,0,0
FMO5,float64,248,188,0,0,0
BTG3,float64,248,188,0,0,0
TRIM71,float64,248,188,0,0,0
SLC44A4,float64,248,188,0,0,0
ATG9B,float64,248,188,0,0,0
MILR1,float64,248,188,0,0,0
ALPK2,float64,248,188,0,0,0
KBTBD6,float64,248,188,0,0,0
TGIF2LX,float64,248,188,0,0,0
NAV3,float64,248,188,0,0,0
VWA5B2,float64,248,188,0,0,0
EID2,float64,248,188,0,0,0
TRIM58,float64,248,188,0,0,0
ZNF526,float64,248,188,0,0,0
SCG3,float64,248,188,0,0,0
SPOCK2,float64,248,188,0,0,0
PCSK5,float64,248,188,0,0,0
ISL2,float64,248,188,0,0,0
ARX,float64,248,188,0,0,0
B9D2,float64,248,188,0,0,0
PRSS22,float64,248,188,0,0,0
ST6GALNAC1,float64,248,188,0,0,0
SPTLC3,float64,248,188,0,0,0
RNF19A,float64,248,188,0,0,0
MCM9,float64,248,188,0,0,0
ADAM22,float64,248,188,0,0,0
STOML1,float64,248,188,0,0,0
AP4S1,float64,248,188,0,0,0
NDUFAF8,float64,248,187,0,0,0
VCY,float64,248,187,0,0,0
DCN,float64,248,187,0,0,0
ACTN2,float64,248,187,0,0,0
GRIA1,float64,248,187,0,0,0
SKOR1,float64,248,187,0,0,0
MYT1,float64,248,187,0,0,0
CYP4F3,float64,248,187,0,0,0
NFE2L1,float64,248,187,0,0,0
AMER1,float64,248,187,0,0,0
EML6,float64,248,187,0,0,0
MTURN,float64,248,187,0,0,0
EEF2KMT,float64,248,187,0,0,0
ALPK3,float64,248,187,0,0,0
ABHD14A,float64,248,187,0,0,0
KCNQ5,float64,248,187,0,0,0
USP18,float64,248,187,0,0,0
ZBTB32,float64,248,187,0,0,0
PCDHGA10,float64,248,187,0,0,0
PPP1R3G,float64,248,186,0,0,0
ZNF264,float64,248,186,0,0,0
SLC22A5,float64,248,186,0,0,0
PAH,float64,248,186,0,0,0
HAPLN1,float64,248,186,0,0,0
CD53,float64,248,186,0,0,0
NOS1,float64,248,186,0,0,0
SLC10A7,float64,248,186,0,0,0
COL9A3,float64,248,186,0,0,0
KIAA0040,float64,248,186,0,0,0
ZNF658,float64,248,186,0,0,0
SGK3,float64,248,186,0,0,0
IMMP2L,float64,248,186,0,0,0
PEG3,float64,248,186,0,0,0
LATS2,float64,248,186,0,0,0
SHANK1,float64,248,186,0,0,0
TRIM6-TRIM34,float64,248,185,0,0,0
F10,float64,248,185,0,0,0
KNG1,float64,248,185,0,0,0
PMP2,float64,248,185,0,0,0
NCF2,float64,248,185,0,0,0
FLT3,float64,248,185,0,0,0
MUC2,float64,248,185,0,0,0
PLEKHN1,float64,248,185,0,0,0
COL13A1,float64,248,185,0,0,0
MTCL3,float64,248,185,0,0,0
MFSD4B,float64,248,185,0,0,0
FBXO46,float64,248,185,0,0,0
BCDIN3D,float64,248,185,0,0,0
ZNF227,float64,248,185,0,0,0
MCPH1,float64,248,185,0,0,0
ACY3,float64,248,185,0,0,0
PRIMPOL,float64,248,185,0,0,0
P2RX7,float64,248,185,0,0,0
PRDM8,float64,248,185,0,0,0
PADI1,float64,248,185,0,0,0
DYRK1B,float64,248,185,0,0,0
COL6A6,float64,248,184,0,0,0
HSPB6,float64,248,184,0,0,0
PDZD2,float64,248,184,0,0,0
JAK2,float64,248,184,0,0,0
DAB1,float64,248,184,0,0,0
CNIH1,float64,248,184,0,0,0
TGFA,float64,248,184,0,0,0
CHI3L1,float64,248,184,0,0,0
GGT5,float64,248,184,0,0,0
TOB1,float64,248,184,0,0,0
INHBE,float64,248,184,0,0,0
CYP24A1,float64,248,184,0,0,0
MAB21L1,float64,248,184,0,0,0
COL9A2,float64,248,184,0,0,0
FASTK,float64,248,184,0,0,0
SSX1,float64,248,184,0,0,0
PWWP3A,float64,248,184,0,0,0
C1orf53,float64,248,184,0,0,0
ZNF627,float64,248,184,0,0,0
ARHGAP22,float64,248,184,0,0,0
GIPC2,float64,248,184,0,0,0
GPATCH3,float64,248,184,0,0,0
CARD6,float64,248,184,0,0,0
GAREM1,float64,248,184,0,0,0
DBNDD1,float64,248,184,0,0,0
PCDH9,float64,248,184,0,0,0
NDUFA4L2,float64,248,184,0,0,0
MYRF,float64,248,184,0,0,0
MBLAC1,float64,248,183,0,0,0
CHURC1-FNTB,float64,248,183,0,0,0
B7Z1Y9,float64,248,183,0,0,0
FSBP,float64,248,183,0,0,0
C9,float64,248,183,0,0,0
ZNF28,float64,248,183,0,0,0
STX1A,float64,248,183,0,0,0
MIA,float64,248,183,0,0,0
TDRD12,float64,248,183,0,0,0
ATXN7L2,float64,248,183,0,0,0
STYXL2,float64,248,183,0,0,0
CCSAP,float64,248,183,0,0,0
SHC4,float64,248,183,0,0,0
MON1A,float64,248,183,0,0,0
GALNT16,float64,248,183,0,0,0
DNER,float64,248,183,0,0,0
HEXD,float64,248,183,0,0,0
VCF1,float64,248,183,0,0,0
GAL3ST1,float64,248,183,0,0,0
TRPM6,float64,248,183,0,0,0
XAGE1A,float64,248,183,0,0,0
CNNM1,float64,248,183,0,0,0
ABI3,float64,248,183,0,0,0
ZNF319,float64,248,183,0,0,0
CFAP45,float64,248,183,0,0,0
MYT1L,float64,248,183,0,0,0
PAPLN,float64,248,182,0,0,0
ATP6V1G2,float64,248,182,0,0,0
ZNF688,float64,248,182,0,0,0
CD37,float64,248,182,0,0,0
CCNE1,float64,248,182,0,0,0
ETV1,float64,248,182,0,0,0
PAPPA,float64,248,182,0,0,0
SPEG,float64,248,182,0,0,0
LY6K,float64,248,182,0,0,0
SLX4IP,float64,248,182,0,0,0
FAM219B,float64,248,182,0,0,0
ZFP1,float64,248,182,0,0,0
GLB1L,float64,248,182,0,0,0
CADPS2,float64,248,182,0,0,0
AMN1,float64,248,182,0,0,0
CADM2,float64,248,182,0,0,0
NGEF,float64,248,182,0,0,0
IRF7,float64,248,182,0,0,0
NABP1,float64,248,182,0,0,0
SH3YL1,float64,248,182,0,0,0
MAP6,float64,248,182,0,0,0
SLC35A5,float64,248,182,0,0,0
ZNF692,float64,248,182,0,0,0
CECR2,float64,248,182,0,0,0
ZNF436,float64,248,182,0,0,0
ZNF395,float64,248,182,0,0,0
CBY1,float64,248,182,0,0,0
CDH10,float64,248,182,0,0,0
SDC3,float64,248,181,0,0,0
SNAPC5,float64,248,181,0,0,0
GFAP,float64,248,181,0,0,0
PTPRD,float64,248,181,0,0,0
F2RL1,float64,248,181,0,0,0
DLX6,float64,248,181,0,0,0
MT1X,float64,248,181,0,0,0
ZBED6,float64,248,181,0,0,0
LTBP2,float64,248,181,0,0,0
EFNB3,float64,248,181,0,0,0
TTMP,float64,248,181,0,0,0
CCNQ,float64,248,181,0,0,0
UBALD1,float64,248,181,0,0,0
WNK4,float64,248,181,0,0,0
SLC46A1,float64,248,181,0,0,0
IL4I1,float64,248,181,0,0,0
FEM1A,float64,248,181,0,0,0
WNT5B,float64,248,181,0,0,0
CDIP1,float64,248,181,0,0,0
BRF2,float64,248,181,0,0,0
PLXNA4,float64,248,181,0,0,0
CD84,float64,248,181,0,0,0
C16orf96,float64,248,180,0,0,0
HOXB7,float64,248,180,0,0,0
RARG,float64,248,180,0,0,0
SPI1,float64,248,180,0,0,0
DLX1,float64,248,180,0,0,0
GRTP1,float64,248,180,0,0,0
AFMID,float64,248,180,0,0,0
NRK,float64,248,180,0,0,0
MUC20,float64,248,180,0,0,0
COL22A1,float64,248,180,0,0,0
MGARP,float64,248,180,0,0,0
SLC35F5,float64,248,180,0,0,0
ZUP1,float64,248,180,0,0,0
PHYHIPL,float64,248,180,0,0,0
C9orf72,float64,248,180,0,0,0
SPATA13,float64,248,180,0,0,0
NAP1L5,float64,248,180,0,0,0
CNTNAP3B,float64,248,180,0,0,0
STK33,float64,248,180,0,0,0
FANCL,float64,248,180,0,0,0
PIGL,float64,248,180,0,0,0
ABTB3,float64,248,179,0,0,0
TOGARAM1,float64,248,179,0,0,0
AREL1,float64,248,179,0,0,0
SLC16A6,float64,248,179,0,0,0
ATMIN,float64,248,179,0,0,0
WNT11,float64,248,179,0,0,0
CTSG,float64,248,179,0,0,0
TYRP1,float64,248,179,0,0,0
MATK,float64,248,179,0,0,0
SEMA3F,float64,248,179,0,0,0
SSX2,float64,248,179,0,0,0
HSP90AA4P,float64,248,179,0,0,0
DOP1A,float64,248,179,0,0,0
USP43,float64,248,179,0,0,0
ADGRG2,float64,248,179,0,0,0
CYP4X1,float64,248,179,0,0,0
HROB,float64,248,179,0,0,0
CDYL2,float64,248,179,0,0,0
TTC21A,float64,248,179,0,0,0
REX1BD,float64,248,179,0,0,0
SLC47A1,float64,248,179,0,0,0
SORCS2,float64,248,179,0,0,0
CDC6,float64,248,179,0,0,0
NXF2,float64,248,179,0,0,0
ARMC7,float64,248,179,0,0,0
ELAC1,float64,248,179,0,0,0
DBF4,float64,248,179,0,0,0
CA14,float64,248,179,0,0,0
FRMD4B,float64,248,179,0,0,0
USH1C,float64,248,179,0,0,0
ATP10A,float64,248,178,0,0,0
JRK,float64,248,178,0,0,0
GAGE7,float64,248,178,0,0,0
CA3,float64,248,178,0,0,0
GJB1,float64,248,178,0,0,0
HOXC4,float64,248,178,0,0,0
CTSE,float64,248,178,0,0,0
RAD52,float64,248,178,0,0,0
PAX5,float64,248,178,0,0,0
HERC3,float64,248,178,0,0,0
TSHZ3,float64,248,178,0,0,0
RINL,float64,248,178,0,0,0
MFSD9,float64,248,178,0,0,0
SLC35G2,float64,248,178,0,0,0
MR1,float64,248,178,0,0,0
MIEF2,float64,248,178,0,0,0
PCNX1,float64,248,178,0,0,0
ZIC5,float64,248,178,0,0,0
CRB3,float64,248,178,0,0,0
ZCCHC2,float64,248,178,0,0,0
ZNF275,float64,248,178,0,0,0
ANXA10,float64,248,178,0,0,0
COQ4,float64,248,178,0,0,0
ARHGEF4,float64,248,177,0,0,0
MTTP,float64,248,177,0,0,0
MGAM,float64,248,177,0,0,0
APOL3,float64,248,177,0,0,0
IL1A,float64,248,177,0,0,0
MYH1,float64,248,177,0,0,0
OGN,float64,248,177,0,0,0
HLA-DMA,float64,248,177,0,0,0
FAM110C,float64,248,177,0,0,0
TRMT12,float64,248,177,0,0,0
C6orf136,float64,248,177,0,0,0
SHISA2,float64,248,177,0,0,0
CCDC141,float64,248,177,0,0,0
PNMA8A,float64,248,177,0,0,0
ZSCAN29,float64,248,177,0,0,0
ORMDL3,float64,248,177,0,0,0
ANKS4B,float64,248,177,0,0,0
APH1B,float64,248,177,0,0,0
PIGB,float64,248,177,0,0,0
LRRC58,float64,248,177,0,0,0
HVCN1,float64,248,177,0,0,0
KLHDC7B,float64,248,177,0,0,0
DCHS1,float64,248,177,0,0,0
GFI1,float64,248,177,0,0,0
GPRC5B,float64,248,177,0,0,0
AKAP7,float64,248,177,0,0,0
IP6K2,float64,248,177,0,0,0
ENPP5,float64,248,177,0,0,0
DENND2A,float64,248,177,0,0,0
PLCL2,float64,248,177,0,0,0
A2ML1,float64,248,176,0,0,0
O00370,float64,248,176,0,0,0
CCRL2,float64,248,176,0,0,0
LCK,float64,248,176,0,0,0
LPL,float64,248,176,0,0,0
FES,float64,248,176,0,0,0
RLBP1,float64,248,176,0,0,0
TNFSF9,float64,248,176,0,0,0
HBG2,float64,248,176,0,0,0
LSM11,float64,248,176,0,0,0
NPTX1,float64,248,176,0,0,0
H3C15,float64,248,176,0,0,0
FAM20C,float64,248,176,0,0,0
NIPA2,float64,248,176,0,0,0
CNEP1R1,float64,248,176,0,0,0
HELB,float64,248,176,0,0,0
CCHCR1,float64,248,176,0,0,0
PERP,float64,248,176,0,0,0
OVOL2,float64,248,176,0,0,0
AKIP1,float64,248,176,0,0,0
STAP1,float64,248,176,0,0,0
CFAP410,float64,248,175,0,0,0
H1-6,float64,248,175,0,0,0
SLC1A1,float64,248,175,0,0,0
PRKAA2,float64,248,175,0,0,0
WFDC2,float64,248,175,0,0,0
NIPAL3,float64,248,175,0,0,0
HERC6,float64,248,175,0,0,0
PCDH19,float64,248,175,0,0,0
TTC8,float64,248,175,0,0,0
SMIM19,float64,248,175,0,0,0
OSBPL7,float64,248,175,0,0,0
ZC4H2,float64,248,175,0,0,0
ZMYM5,float64,248,175,0,0,0
FCGBP,float64,248,175,0,0,0
TMPRSS2,float64,248,174,0,0,0
AGT,float64,248,174,0,0,0
ALPG,float64,248,174,0,0,0
DDC,float64,248,174,0,0,0
PIK3CG,float64,248,174,0,0,0
RNF4,float64,248,174,0,0,0
DBP,float64,248,174,0,0,0
MTF1,float64,248,174,0,0,0
CRY1,float64,248,174,0,0,0
FREM1,float64,248,174,0,0,0
LHFPL2,float64,248,174,0,0,0
RTL10,float64,248,174,0,0,0
SULF1,float64,248,174,0,0,0
CMTM4,float64,248,174,0,0,0
ZNF611,float64,248,174,0,0,0
ANGPTL2,float64,248,174,0,0,0
DMTF1,float64,248,174,0,0,0
FOXA2,float64,248,174,0,0,0
MFHAS1,float64,248,174,0,0,0
ANKRD36,float64,248,173,0,0,0
TRPM2,float64,248,173,0,0,0
CXCL1,float64,248,173,0,0,0
PDGFRA,float64,248,173,0,0,0
MASP1,float64,248,173,0,0,0
IRX3,float64,248,173,0,0,0
PMAIP1,float64,248,173,0,0,0
COL19A1,float64,248,173,0,0,0
PKN3,float64,248,173,0,0,0
AMER2,float64,248,173,0,0,0
NETO2,float64,248,173,0,0,0
ZCCHC10,float64,248,173,0,0,0
ABHD3,float64,248,173,0,0,0
ZNF606,float64,248,173,0,0,0
APOL6,float64,248,173,0,0,0
SEMA4G,float64,248,173,0,0,0
DAPK2,float64,248,173,0,0,0
FBXL2,float64,248,173,0,0,0
RASA4,float64,248,172,0,0,0
STX11,float64,248,172,0,0,0
CDK14,float64,248,172,0,0,0
OLR1,float64,248,172,0,0,0
FAM53B,float64,248,172,0,0,0
DIXDC1,float64,248,172,0,0,0
MGAM2,float64,248,172,0,0,0
N4BP2L1,float64,248,172,0,0,0
WDFY4,float64,248,172,0,0,0
FAM200C,float64,248,172,0,0,0
TCP11L2,float64,248,172,0,0,0
SRSF12,float64,248,172,0,0,0
SLC39A3,float64,248,172,0,0,0
TGIF2,float64,248,172,0,0,0
DNAH2,float64,248,172,0,0,0
RNF24,float64,248,172,0,0,0
SLC22A23,float64,248,171,0,0,0
ZC3H12D,float64,248,171,0,0,0
UBXN8,float64,248,171,0,0,0
BMAL1,float64,248,171,0,0,0
HS6ST1,float64,248,171,0,0,0
TGFB3,float64,248,171,0,0,0
CCL5,float64,248,171,0,0,0
GNA15,float64,248,171,0,0,0
MFAP2,float64,248,171,0,0,0
CXCL6,float64,248,171,0,0,0
CCDC15,float64,248,171,0,0,0
POU2AF1,float64,248,171,0,0,0
TMC1,float64,248,171,0,0,0
DYNLT2B,float64,248,171,0,0,0
ZNF524,float64,248,171,0,0,0
DTD2,float64,248,171,0,0,0
JSRP1,float64,248,171,0,0,0
ELOVL6,float64,248,171,0,0,0
TMEM39A,float64,248,171,0,0,0
MDFIC,float64,248,171,0,0,0
COLEC10,float64,248,171,0,0,0
GOLGA8H,float64,248,170,0,0,0
CTSK,float64,248,170,0,0,0
FHIP1A,float64,248,170,0,0,0
TYRO3,float64,248,170,0,0,0
MKRN3,float64,248,170,0,0,0
TOB2,float64,248,170,0,0,0
HAPSTR1,float64,248,170,0,0,0
NCF4,float64,248,170,0,0,0
DUSP6,float64,248,170,0,0,0
ABCB5,float64,248,170,0,0,0
PEAR1,float64,248,170,0,0,0
TMEM268,float64,248,170,0,0,0
ZNF776,float64,248,170,0,0,0
SCARA3,float64,248,170,0,0,0
MYO7B,float64,248,170,0,0,0
ERN2,float64,248,170,0,0,0
PRICKLE2,float64,248,170,0,0,0
KIAA1328,float64,248,170,0,0,0
LURAP1L,float64,248,170,0,0,0
ZBTB34,float64,248,170,0,0,0
SIMC1,float64,248,170,0,0,0
SFT2D1,float64,248,170,0,0,0
KICS2,float64,248,170,0,0,0
TRPV4,float64,248,170,0,0,0
TRIM39,float64,248,170,0,0,0
CNTNAP2,float64,248,170,0,0,0
PCSK1N,float64,248,170,0,0,0
ADGRE2,float64,248,170,0,0,0
ELOVL7,float64,248,169,0,0,0
ZNF536,float64,248,169,0,0,0
SCG2,float64,248,169,0,0,0
ADAM8,float64,248,169,0,0,0
COL16A1,float64,248,169,0,0,0
MGAT3,float64,248,169,0,0,0
MAP2K5,float64,248,169,0,0,0
PTK6,float64,248,169,0,0,0
SPIDR,float64,248,169,0,0,0
ITIH5,float64,248,169,0,0,0
SERAC1,float64,248,169,0,0,0
DNHD1,float64,248,169,0,0,0
ZNF317,float64,248,169,0,0,0
PRR15L,float64,248,169,0,0,0
TMEM260,float64,248,169,0,0,0
ADAM28,float64,248,169,0,0,0
POMT2,float64,248,169,0,0,0
ENTPD2,float64,248,169,0,0,0
SYNGR3,float64,248,168,0,0,0
HOXB6,float64,248,168,0,0,0
RFX3,float64,248,168,0,0,0
PSG6,float64,248,168,0,0,0
AP3B2,float64,248,168,0,0,0
RAB39A,float64,248,168,0,0,0
ZSCAN25,float64,248,168,0,0,0
GAGE2A,float64,248,168,0,0,0
CCDC80,float64,248,168,0,0,0
TC2N,float64,248,168,0,0,0
TPCN2,float64,248,168,0,0,0
CERK,float64,248,168,0,0,0
OSCP1,float64,248,168,0,0,0
ZCCHC14,float64,248,168,0,0,0
CTTNBP2,float64,248,168,0,0,0
HAVCR1,float64,248,168,0,0,0
ZNF521,float64,248,168,0,0,0
SAMD11,float64,248,168,0,0,0
CRAMP1,float64,248,168,0,0,0
PHOX2B,float64,248,168,0,0,0
