,dtype,n_values,n_nan_total,n_non_numeric_values,n_posinf,n_neginf
ZBTB7B,float64,248,24,0,0,0
MED7,float64,248,24,0,0,0
AKR1B10,float64,248,24,0,0,0
GGT1,float64,248,24,0,0,0
ALDH3A1,float64,248,24,0,0,0
TGFBR2,float64,248,24,0,0,0
AFF1,float64,248,24,0,0,0
AP3S2,float64,248,24,0,0,0
CENPE,float64,248,24,0,0,0
C1D,float64,248,24,0,0,0
PRSS8,float64,248,24,0,0,0
ARHGEF28,float64,248,24,0,0,0
YIPF5,float64,248,24,0,0,0
CCDC102A,float64,248,24,0,0,0
ANAPC16,float64,248,24,0,0,0
CNRIP1,float64,248,24,0,0,0
VMP1,float64,248,24,0,0,0
MAP3K3,float64,248,24,0,0,0
PAIP2,float64,248,24,0,0,0
PUS3,float64,248,24,0,0,0
METTL9,float64,248,24,0,0,0
GPRC5C,float64,248,24,0,0,0
RAB6B,float64,248,24,0,0,0
CD274,float64,248,24,0,0,0
IBTK,float64,248,24,0,0,0
MARF1,float64,248,24,0,0,0
CEPT1,float64,248,24,0,0,0
E2F3,float64,248,23,0,0,0
PLPP3,float64,248,23,0,0,0
SEPTIN4,float64,248,23,0,0,0
CTIF,float64,248,23,0,0,0
POLR2F,float64,248,23,0,0,0
MCL1,float64,248,23,0,0,0
BSPRY,float64,248,23,0,0,0
BLTP3A,float64,248,23,0,0,0
TCTN3,float64,248,23,0,0,0
PRPF40B,float64,248,23,0,0,0
GALNT10,float64,248,23,0,0,0
TADA2B,float64,248,23,0,0,0
CMIP,float64,248,23,0,0,0
HDDC3,float64,248,23,0,0,0
GDPD1,float64,248,23,0,0,0
ZBTB38,float64,248,23,0,0,0
ZNF740,float64,248,23,0,0,0
CHURC1,float64,248,23,0,0,0
SNAPC3,float64,248,23,0,0,0
ZBTB10,float64,248,23,0,0,0
C1GALT1C1,float64,248,23,0,0,0
SLC41A3,float64,248,23,0,0,0
EPC1,float64,248,23,0,0,0
CUEDC2,float64,248,23,0,0,0
RNF121,float64,248,23,0,0,0
RSAD1,float64,248,23,0,0,0
DROSHA,float64,248,23,0,0,0
SH3BGRL2,float64,248,23,0,0,0
ERRFI1,float64,248,23,0,0,0
FOXJ3,float64,248,23,0,0,0
LRRC42,float64,248,23,0,0,0
ATP11A,float64,248,22,0,0,0
BAZ2B,float64,248,22,0,0,0
MAP2K7,float64,248,22,0,0,0
WIPF1,float64,248,22,0,0,0
B4GALT4,float64,248,22,0,0,0
RAD17,float64,248,22,0,0,0
ITGB2,float64,248,22,0,0,0
COL5A2,float64,248,22,0,0,0
FBXO45,float64,248,22,0,0,0
KDELR1,float64,248,22,0,0,0
TNC,float64,248,22,0,0,0
ABL2,float64,248,22,0,0,0
PHKA1,float64,248,22,0,0,0
SLC26A2,float64,248,22,0,0,0
CDH4,float64,248,22,0,0,0
POLE2,float64,248,22,0,0,0
HDAC4,float64,248,22,0,0,0
SCAP,float64,248,22,0,0,0
TSPAN31,float64,248,22,0,0,0
ARL6IP1,float64,248,22,0,0,0
MRPL51,float64,248,22,0,0,0
LETMD1,float64,248,22,0,0,0
VWA1,float64,248,22,0,0,0
ENOSF1,float64,248,22,0,0,0
ARMC9,float64,248,22,0,0,0
SCYL3,float64,248,22,0,0,0
CCDC150,float64,248,22,0,0,0
SLC30A7,float64,248,22,0,0,0
ZNF385A,float64,248,22,0,0,0
PLEKHF1,float64,248,22,0,0,0
SIGMAR1,float64,248,22,0,0,0
KXD1,float64,248,22,0,0,0
FERMT1,float64,248,22,0,0,0
MTNAP1,float64,248,22,0,0,0
EDEM2,float64,248,22,0,0,0
OSBPL6,float64,248,22,0,0,0
BLZF1,float64,248,22,0,0,0
MAP1LC3A,float64,248,22,0,0,0
SAV1,float64,248,22,0,0,0
ILRUN,float64,248,22,0,0,0
RMI1,float64,248,22,0,0,0
PALMD,float64,248,22,0,0,0
SH2B1,float64,248,22,0,0,0
PRTFDC1,float64,248,22,0,0,0
NFKBIL1,float64,248,22,0,0,0
BRPF3,float64,248,22,0,0,0
MYO5B,float64,248,22,0,0,0
DOP1B,float64,248,22,0,0,0
TMEM223,float64,248,21,0,0,0
BUB1,float64,248,21,0,0,0
EDIL3,float64,248,21,0,0,0
CEP152,float64,248,21,0,0,0
SCEL,float64,248,21,0,0,0
RAB3A,float64,248,21,0,0,0
AMPH,float64,248,21,0,0,0
CLK3,float64,248,21,0,0,0
MLLT10,float64,248,21,0,0,0
FCGRT,float64,248,21,0,0,0
ANTXR2,float64,248,21,0,0,0
UBE2B,float64,248,21,0,0,0
SOS1,float64,248,21,0,0,0
GAB1,float64,248,21,0,0,0
TFDP1,float64,248,21,0,0,0
PTK2B,float64,248,21,0,0,0
CRTC2,float64,248,21,0,0,0
YOD1,float64,248,21,0,0,0
ICE2,float64,248,21,0,0,0
CYB5R2,float64,248,21,0,0,0
TMUB2,float64,248,21,0,0,0
SH3BP5L,float64,248,21,0,0,0
PRUNE1,float64,248,21,0,0,0
RPP25L,float64,248,21,0,0,0
RETREG2,float64,248,21,0,0,0
VANGL1,float64,248,21,0,0,0
RAD51AP1,float64,248,21,0,0,0
RSPRY1,float64,248,21,0,0,0
CAMKK2,float64,248,21,0,0,0
MNT,float64,248,21,0,0,0
OSMR,float64,248,21,0,0,0
RTL8A,float64,248,21,0,0,0
OSBPL10,float64,248,21,0,0,0
TMEM120A,float64,248,21,0,0,0
SLC26A6,float64,248,21,0,0,0
DPH1,float64,248,21,0,0,0
AP5M1,float64,248,21,0,0,0
ZNF532,float64,248,21,0,0,0
PXMP2,float64,248,21,0,0,0
ZBTB40,float64,248,21,0,0,0
USP25,float64,248,21,0,0,0
ANKRD50,float64,248,21,0,0,0
PLXND1,float64,248,21,0,0,0
SYNJ1,float64,248,20,0,0,0
TRIM38,float64,248,20,0,0,0
RNASEH1,float64,248,20,0,0,0
FZD7,float64,248,20,0,0,0
ENTPD6,float64,248,20,0,0,0
NME6,float64,248,20,0,0,0
LYPD3,float64,248,20,0,0,0
C6orf47,float64,248,20,0,0,0
APOH,float64,248,20,0,0,0
GSTM1,float64,248,20,0,0,0
TFPT,float64,248,20,0,0,0
JUND,float64,248,20,0,0,0
AXL,float64,248,20,0,0,0
MLLT6,float64,248,20,0,0,0
EFEMP1,float64,248,20,0,0,0
MSLN,float64,248,20,0,0,0
MTMR3,float64,248,20,0,0,0
KLF5,float64,248,20,0,0,0
LAMA4,float64,248,20,0,0,0
RALGAPA2,float64,248,20,0,0,0
TMEM259,float64,248,20,0,0,0
YIF1B,float64,248,20,0,0,0
LDLRAP1,float64,248,20,0,0,0
SMYD5,float64,248,20,0,0,0
SLC30A6,float64,248,20,0,0,0
XIRP1,float64,248,20,0,0,0
CDC37L1,float64,248,20,0,0,0
DPH6,float64,248,20,0,0,0
CNTRL,float64,248,20,0,0,0
TAF8,float64,248,20,0,0,0
ZNRF2,float64,248,20,0,0,0
TSEN15,float64,248,20,0,0,0
L3MBTL2,float64,248,20,0,0,0
BARD1,float64,248,20,0,0,0
MAPKAP1,float64,248,20,0,0,0
C1orf50,float64,248,20,0,0,0
CINP,float64,248,20,0,0,0
C15orf48,float64,248,20,0,0,0
WWTR1,float64,248,20,0,0,0
KANSL2,float64,248,20,0,0,0
B3GNT2,float64,248,20,0,0,0
SEPTIN3,float64,248,20,0,0,0
MRPS18C,float64,248,20,0,0,0
C17orf49,float64,248,19,0,0,0
PRODH,float64,248,19,0,0,0
PPP1R12B,float64,248,19,0,0,0
C3,float64,248,19,0,0,0
MUC1,float64,248,19,0,0,0
AGA,float64,248,19,0,0,0
IRAK1,float64,248,19,0,0,0
SNX16,float64,248,19,0,0,0
ZC3H6,float64,248,19,0,0,0
EEF1A1,float64,248,19,0,0,0
NTHL1,float64,248,19,0,0,0
H1-1,float64,248,19,0,0,0
ACVR1,float64,248,19,0,0,0
GRB10,float64,248,19,0,0,0
SLC39A6,float64,248,19,0,0,0
NAB1,float64,248,19,0,0,0
MELK,float64,248,19,0,0,0
SH3PXD2A,float64,248,19,0,0,0
PRR14L,float64,248,19,0,0,0
ZDHHC20,float64,248,19,0,0,0
COA5,float64,248,19,0,0,0
CENPS,float64,248,19,0,0,0
TTC39C,float64,248,19,0,0,0
GSTCD,float64,248,19,0,0,0
MRTFA,float64,248,19,0,0,0
ATP5MK,float64,248,19,0,0,0
LOXL4,float64,248,19,0,0,0
AGPAT1,float64,248,19,0,0,0
TMX4,float64,248,19,0,0,0
KCTD10,float64,248,19,0,0,0
CUEDC1,float64,248,19,0,0,0
ABITRAM,float64,248,19,0,0,0
ABRACL,float64,248,19,0,0,0
UXT,float64,248,19,0,0,0
CNOT8,float64,248,19,0,0,0
NDRG2,float64,248,19,0,0,0
TFR2,float64,248,19,0,0,0
HDAC5,float64,248,19,0,0,0
HCFC2,float64,248,19,0,0,0
NUMBL,float64,248,19,0,0,0
NFIX,float64,248,18,0,0,0
QSOX1,float64,248,18,0,0,0
BTN3A3,float64,248,18,0,0,0
BCL9,float64,248,18,0,0,0
WDR62,float64,248,18,0,0,0
AKAP10,float64,248,18,0,0,0
MBD4,float64,248,18,0,0,0
MOCS2,float64,248,18,0,0,0
TIMP1,float64,248,18,0,0,0
MAPT,float64,248,18,0,0,0
ATF1,float64,248,18,0,0,0
DSG3,float64,248,18,0,0,0
PHC1,float64,248,18,0,0,0
H3-3A,float64,248,18,0,0,0
CDR2,float64,248,18,0,0,0
CBX2,float64,248,18,0,0,0
SMAD1,float64,248,18,0,0,0
LAMA3,float64,248,18,0,0,0
MTARC1,float64,248,18,0,0,0
ANGEL2,float64,248,18,0,0,0
SDHAF4,float64,248,18,0,0,0
HAUS3,float64,248,18,0,0,0
VPS13B,float64,248,18,0,0,0
UBE2J2,float64,248,18,0,0,0
SMIM20,float64,248,18,0,0,0
WDSUB1,float64,248,18,0,0,0
MLKL,float64,248,18,0,0,0
KAT6A,float64,248,18,0,0,0
UBE2F,float64,248,18,0,0,0
RCN3,float64,248,18,0,0,0
ECHDC3,float64,248,18,0,0,0
LRRC7,float64,248,18,0,0,0
NEK1,float64,248,18,0,0,0
GDF15,float64,248,18,0,0,0
MCRIP2,float64,248,18,0,0,0
USP42,float64,248,18,0,0,0
MRS2,float64,248,18,0,0,0
SDHAF3,float64,248,18,0,0,0
ZNF608,float64,248,18,0,0,0
PSD3,float64,248,17,0,0,0
PLSCR1,float64,248,17,0,0,0
GNAO1,float64,248,17,0,0,0
CPM,float64,248,17,0,0,0
CHM,float64,248,17,0,0,0
UBA7,float64,248,17,0,0,0
ZNF131,float64,248,17,0,0,0
DAPK1,float64,248,17,0,0,0
MAPK10,float64,248,17,0,0,0
NAA20,float64,248,17,0,0,0
UFM1,float64,248,17,0,0,0
MRPS21,float64,248,17,0,0,0
TRIM26,float64,248,17,0,0,0
UNC119,float64,248,17,0,0,0
LTBP1,float64,248,17,0,0,0
HERC1,float64,248,17,0,0,0
PARP10,float64,248,17,0,0,0
PRMT9,float64,248,17,0,0,0
EMB,float64,248,17,0,0,0
DHRS13,float64,248,17,0,0,0
MON1B,float64,248,17,0,0,0
TRMT11,float64,248,17,0,0,0
NDUFA11,float64,248,17,0,0,0
CCNYL1,float64,248,17,0,0,0
SLC30A5,float64,248,17,0,0,0
DNAH5,float64,248,17,0,0,0
POMGNT1,float64,248,17,0,0,0
TFAP2B,float64,248,17,0,0,0
HPS3,float64,248,17,0,0,0
PPP1R14B,float64,248,17,0,0,0
FAM111A,float64,248,17,0,0,0
P2RX4,float64,248,17,0,0,0
ELOVL1,float64,248,17,0,0,0
HELZ2,float64,248,17,0,0,0
ACTR6,float64,248,17,0,0,0
JPH1,float64,248,17,0,0,0
MIEF1,float64,248,17,0,0,0
ST7,float64,248,17,0,0,0
INIP,float64,248,17,0,0,0
UGGT2,float64,248,17,0,0,0
ZNFX1,float64,248,17,0,0,0
MCM8,float64,248,17,0,0,0
SOX13,float64,248,17,0,0,0
SLC7A11,float64,248,17,0,0,0
OARD1,float64,248,17,0,0,0
PEX16,float64,248,17,0,0,0
NME4,float64,248,16,0,0,0
DMXL1,float64,248,16,0,0,0
MEIS1,float64,248,16,0,0,0
BNIP3L,float64,248,16,0,0,0
ICMT,float64,248,16,0,0,0
PPP1R37,float64,248,16,0,0,0
IPO13,float64,248,16,0,0,0
CCNB2,float64,248,16,0,0,0
ERCC1,float64,248,16,0,0,0
CEACAM1,float64,248,16,0,0,0
ETS1,float64,248,16,0,0,0
CD82,float64,248,16,0,0,0
CRABP1,float64,248,16,0,0,0
SREBF1,float64,248,16,0,0,0
PLCD1,float64,248,16,0,0,0
GALC,float64,248,16,0,0,0
GNA12,float64,248,16,0,0,0
TDG,float64,248,16,0,0,0
PLCB4,float64,248,16,0,0,0
DGUOK,float64,248,16,0,0,0
NFIB,float64,248,16,0,0,0
RALGAPA1,float64,248,16,0,0,0
CEP85,float64,248,16,0,0,0
UBR3,float64,248,16,0,0,0
CTU1,float64,248,16,0,0,0
LYSMD2,float64,248,16,0,0,0
SPICE1,float64,248,16,0,0,0
TAB3,float64,248,16,0,0,0
GATD1,float64,248,16,0,0,0
ZCRB1,float64,248,16,0,0,0
WASF1,float64,248,16,0,0,0
TP53RK,float64,248,16,0,0,0
EYA3,float64,248,16,0,0,0
MRPL34,float64,248,16,0,0,0
RAB1B,float64,248,16,0,0,0
DEF6,float64,248,16,0,0,0
REEP4,float64,248,16,0,0,0
ZFAND3,float64,248,16,0,0,0
GPATCH2,float64,248,16,0,0,0
GEMIN8,float64,248,16,0,0,0
GTSE1,float64,248,16,0,0,0
CNIH4,float64,248,16,0,0,0
GMIP,float64,248,16,0,0,0
CHPF2,float64,248,16,0,0,0
INO80,float64,248,16,0,0,0
HEG1,float64,248,16,0,0,0
C19orf53,float64,248,16,0,0,0
TBC1D2B,float64,248,16,0,0,0
POLR3K,float64,248,16,0,0,0
STARD10,float64,248,16,0,0,0
GOLT1B,float64,248,16,0,0,0
AK5,float64,248,16,0,0,0
TARS3,float64,248,15,0,0,0
LIN9,float64,248,15,0,0,0
APAF1,float64,248,15,0,0,0
RIOK3,float64,248,15,0,0,0
CDIPT,float64,248,15,0,0,0
RGL2,float64,248,15,0,0,0
B4GAT1,float64,248,15,0,0,0
PRKAB2,float64,248,15,0,0,0
ZBTB14,float64,248,15,0,0,0
PPP1R11,float64,248,15,0,0,0
MITF,float64,248,15,0,0,0
RBMXL2,float64,248,15,0,0,0
CASP1,float64,248,15,0,0,0
HPCAL1,float64,248,15,0,0,0
RABIF,float64,248,15,0,0,0
RAB38,float64,248,15,0,0,0
CDK3,float64,248,15,0,0,0
DPYD,float64,248,15,0,0,0
DYRK1A,float64,248,15,0,0,0
NCOA4,float64,248,15,0,0,0
SQLE,float64,248,15,0,0,0
ALG11,float64,248,15,0,0,0
SETMAR,float64,248,15,0,0,0
IQSEC1,float64,248,15,0,0,0
NADSYN1,float64,248,15,0,0,0
TMCO3,float64,248,15,0,0,0
COLGALT2,float64,248,15,0,0,0
ASPM,float64,248,15,0,0,0
D2HGDH,float64,248,15,0,0,0
INO80E,float64,248,15,0,0,0
TRPM4,float64,248,15,0,0,0
BRF1,float64,248,15,0,0,0
SLC7A6OS,float64,248,15,0,0,0
DYNLL2,float64,248,15,0,0,0
CFAP36,float64,248,15,0,0,0
WDR24,float64,248,15,0,0,0
GPX7,float64,248,15,0,0,0
BDH2,float64,248,15,0,0,0
MTMR12,float64,248,15,0,0,0
SHARPIN,float64,248,15,0,0,0
AGO3,float64,248,15,0,0,0
RAVER2,float64,248,15,0,0,0
ZNF277,float64,248,15,0,0,0
TYW1,float64,248,15,0,0,0
FBXO28,float64,248,15,0,0,0
TMEM38B,float64,248,15,0,0,0
UCKL1,float64,248,15,0,0,0
TMEM160,float64,248,15,0,0,0
ARL15,float64,248,15,0,0,0
ELOVL5,float64,248,15,0,0,0
CELSR1,float64,248,15,0,0,0
HMGXB4,float64,248,15,0,0,0
NUFIP1,float64,248,15,0,0,0
ERG28,float64,248,15,0,0,0
MGAT4B,float64,248,15,0,0,0
GAB2,float64,248,15,0,0,0
FLVCR1,float64,248,15,0,0,0
IMPA2,float64,248,14,0,0,0
FOXO3,float64,248,14,0,0,0
B4GALT3,float64,248,14,0,0,0
COBL,float64,248,14,0,0,0
ITGA4,float64,248,14,0,0,0
TBP,float64,248,14,0,0,0
COX7B,float64,248,14,0,0,0
CCND1,float64,248,14,0,0,0
NR2F2,float64,248,14,0,0,0
CTSS,float64,248,14,0,0,0
INPP5B,float64,248,14,0,0,0
GBP2,float64,248,14,0,0,0
EPHX2,float64,248,14,0,0,0
CDKN2C,float64,248,14,0,0,0
PKNOX1,float64,248,14,0,0,0
PAFAH1B2,float64,248,14,0,0,0
ORC1,float64,248,14,0,0,0
SHROOM2,float64,248,14,0,0,0
GTF2H3,float64,248,14,0,0,0
VGLL4,float64,248,14,0,0,0
LAGE3,float64,248,14,0,0,0
PAN3,float64,248,14,0,0,0
CMPK2,float64,248,14,0,0,0
DOCK11,float64,248,14,0,0,0
STXBP4,float64,248,14,0,0,0
CENPQ,float64,248,14,0,0,0
SDCCAG8,float64,248,14,0,0,0
TSPYL5,float64,248,14,0,0,0
CEP57,float64,248,14,0,0,0
FOXP4,float64,248,14,0,0,0
GTPBP8,float64,248,14,0,0,0
KLHDC4,float64,248,14,0,0,0
PLEKHO2,float64,248,14,0,0,0
SHROOM3,float64,248,14,0,0,0
SLC20A1,float64,248,14,0,0,0
NAT14,float64,248,14,0,0,0
SMPDL3A,float64,248,14,0,0,0
N4BP2L2,float64,248,14,0,0,0
INPP5D,float64,248,14,0,0,0
ATP2A3,float64,248,14,0,0,0
RNF25,float64,248,14,0,0,0
OMA1,float64,248,14,0,0,0
ELP4,float64,248,14,0,0,0
OTUD5,float64,248,14,0,0,0
TMEM41A,float64,248,14,0,0,0
TXNDC15,float64,248,14,0,0,0
C7orf25,float64,248,14,0,0,0
THTPA,float64,248,14,0,0,0
CIAO3,float64,248,14,0,0,0
CLSPN,float64,248,14,0,0,0
PATZ1,float64,248,14,0,0,0
ITM2C,float64,248,14,0,0,0
RNF216,float64,248,14,0,0,0
DCAF16,float64,248,14,0,0,0
HPCAL4,float64,248,14,0,0,0
MAN2B2,float64,248,14,0,0,0
MYO1G,float64,248,13,0,0,0
FBLN1,float64,248,13,0,0,0
VPS26C,float64,248,13,0,0,0
PLPP2,float64,248,13,0,0,0
MED26,float64,248,13,0,0,0
TSPO,float64,248,13,0,0,0
ABAT,float64,248,13,0,0,0
CLN3,float64,248,13,0,0,0
LAMB3,float64,248,13,0,0,0
RASA3,float64,248,13,0,0,0
ZRSR2,float64,248,13,0,0,0
PDLIM3,float64,248,13,0,0,0
VASN,float64,248,13,0,0,0
SEZ6L2,float64,248,13,0,0,0
CACUL1,float64,248,13,0,0,0
PRAG1,float64,248,13,0,0,0
CNTROB,float64,248,13,0,0,0
ZNF516,float64,248,13,0,0,0
RNF34,float64,248,13,0,0,0
CTHRC1,float64,248,13,0,0,0
YIPF6,float64,248,13,0,0,0
YIPF4,float64,248,13,0,0,0
SSBP3,float64,248,13,0,0,0
RNF41,float64,248,13,0,0,0
PLEKHA1,float64,248,13,0,0,0
BRMS1,float64,248,13,0,0,0
TM7SF3,float64,248,13,0,0,0
PAG1,float64,248,13,0,0,0
TAB2,float64,248,13,0,0,0
TENM3,float64,248,13,0,0,0
RNF7,float64,248,13,0,0,0
EPHA6,float64,248,13,0,0,0
MKRN1,float64,248,13,0,0,0
NOTCH3,float64,248,13,0,0,0
TRAF6,float64,248,13,0,0,0
POC1B-GALNT4,float64,248,12,0,0,0
RFXAP,float64,248,12,0,0,0
INPP4B,float64,248,12,0,0,0
SLC31A1,float64,248,12,0,0,0
STARD3NL,float64,248,12,0,0,0
F2,float64,248,12,0,0,0
ANK1,float64,248,12,0,0,0
IGFBP3,float64,248,12,0,0,0
DPP4,float64,248,12,0,0,0
ALDH3B1,float64,248,12,0,0,0
CDC34,float64,248,12,0,0,0
GTF2A1,float64,248,12,0,0,0
AP3M2,float64,248,12,0,0,0
TCL1A,float64,248,12,0,0,0
ATP5MC2,float64,248,12,0,0,0
ATR,float64,248,12,0,0,0
GINS1,float64,248,12,0,0,0
PCLAF,float64,248,12,0,0,0
ERBB4,float64,248,12,0,0,0
LRRC41,float64,248,12,0,0,0
SNCB,float64,248,12,0,0,0
PSG3,float64,248,12,0,0,0
GPAT3,float64,248,12,0,0,0
BCORL1,float64,248,12,0,0,0
DESI1,float64,248,12,0,0,0
REEP3,float64,248,12,0,0,0
APBB1IP,float64,248,12,0,0,0
MMAA,float64,248,12,0,0,0
AGGF1,float64,248,12,0,0,0
FITM2,float64,248,12,0,0,0
RASSF8,float64,248,12,0,0,0
POF1B,float64,248,12,0,0,0
SLC39A7,float64,248,12,0,0,0
KLK6,float64,248,12,0,0,0
MTFMT,float64,248,12,0,0,0
DCAF5,float64,248,12,0,0,0
TEAD3,float64,248,12,0,0,0
MLPH,float64,248,12,0,0,0
RIOK2,float64,248,12,0,0,0
REPIN1,float64,248,12,0,0,0
RAB33B,float64,248,12,0,0,0
TRIT1,float64,248,12,0,0,0
DOCK5,float64,248,12,0,0,0
CNNM2,float64,248,12,0,0,0
RRAGC,float64,248,12,0,0,0
MYO10,float64,248,12,0,0,0
DTL,float64,248,12,0,0,0
SELENON,float64,248,12,0,0,0
SUCO,float64,248,12,0,0,0
MRPS33,float64,248,12,0,0,0
STK38L,float64,248,12,0,0,0
BLTP3B,float64,248,11,0,0,0
TMEM9,float64,248,11,0,0,0
ACACB,float64,248,11,0,0,0
SCD,float64,248,11,0,0,0
KHNYN,float64,248,11,0,0,0
ATXN7,float64,248,11,0,0,0
AP5Z1,float64,248,11,0,0,0
HSPA12A,float64,248,11,0,0,0
MARCHF6,float64,248,11,0,0,0
HUS1,float64,248,11,0,0,0
GPC4,float64,248,11,0,0,0
RPS6KA5,float64,248,11,0,0,0
SASH1,float64,248,11,0,0,0
AGFG2,float64,248,11,0,0,0
FARS2,float64,248,11,0,0,0
SFT2D2,float64,248,11,0,0,0
ABL1,float64,248,11,0,0,0
RAF1,float64,248,11,0,0,0
ARAF,float64,248,11,0,0,0
GCFC2,float64,248,11,0,0,0
FER,float64,248,11,0,0,0
ENPP1,float64,248,11,0,0,0
HSPA1L,float64,248,11,0,0,0
ATP5MJ,float64,248,11,0,0,0
RAB2A,float64,248,11,0,0,0
CKS1B,float64,248,11,0,0,0
RND3,float64,248,11,0,0,0
VSNL1,float64,248,11,0,0,0
POLR2L,float64,248,11,0,0,0
LCN2,float64,248,11,0,0,0
CYP27A1,float64,248,11,0,0,0
ERCC6,float64,248,11,0,0,0
ELP6,float64,248,11,0,0,0
BLTP2,float64,248,11,0,0,0
ELF2,float64,248,11,0,0,0
GXYLT1,float64,248,11,0,0,0
EPC2,float64,248,11,0,0,0
ESCO1,float64,248,11,0,0,0
TCEAL5,float64,248,11,0,0,0
STXBP5,float64,248,11,0,0,0
INTS11,float64,248,11,0,0,0
SNRNP48,float64,248,11,0,0,0
KCTD18,float64,248,11,0,0,0
FBXO38,float64,248,11,0,0,0
OGFOD3,float64,248,11,0,0,0
BCOR,float64,248,11,0,0,0
CERS6,float64,248,11,0,0,0
NBEAL2,float64,248,11,0,0,0
ACAD11,float64,248,11,0,0,0
RRM2B,float64,248,11,0,0,0
STING1,float64,248,11,0,0,0
NKAP,float64,248,11,0,0,0
COMMD1,float64,248,11,0,0,0
ARL6IP6,float64,248,11,0,0,0
NFATC2IP,float64,248,11,0,0,0
TSPAN14,float64,248,11,0,0,0
PPTC7,float64,248,11,0,0,0
PIGO,float64,248,11,0,0,0
FAR1,float64,248,11,0,0,0
USP6NL,float64,248,11,0,0,0
MT1L,float64,248,11,0,0,0
RFK,float64,248,11,0,0,0
MUL1,float64,248,11,0,0,0
TOMM6,float64,248,11,0,0,0
ATG2B,float64,248,11,0,0,0
ENTR1,float64,248,11,0,0,0
RPUSD4,float64,248,11,0,0,0
STAMBPL1,float64,248,11,0,0,0
CDCA7L,float64,248,11,0,0,0
PPP1R16A,float64,248,11,0,0,0
SPG11,float64,248,11,0,0,0
RCHY1,float64,248,11,0,0,0
PKMYT1,float64,248,11,0,0,0
GORASP1,float64,248,11,0,0,0
CDK19,float64,248,11,0,0,0
FANCD2,float64,248,11,0,0,0
SPRY4,float64,248,11,0,0,0
TINAGL1,float64,248,11,0,0,0
RWDD1,float64,248,11,0,0,0
TUT1,float64,248,11,0,0,0
GEMIN7,float64,248,11,0,0,0
ACTR8,float64,248,11,0,0,0
DIAPH3,float64,248,11,0,0,0
FAM120C,float64,248,11,0,0,0
EIF2AK4,float64,248,11,0,0,0
STARD9,float64,248,11,0,0,0
IMPACT,float64,248,11,0,0,0
FAM8A1,float64,248,11,0,0,0
PRKAG2,float64,248,11,0,0,0
KDM5B,float64,248,11,0,0,0
MOSPD1,float64,248,11,0,0,0
CCNL1,float64,248,11,0,0,0
USP22,float64,248,11,0,0,0
WDR7,float64,248,11,0,0,0
POLR3H,float64,248,11,0,0,0
N6AMT1,float64,248,11,0,0,0
TRAPPC13,float64,248,10,0,0,0
VEZT,float64,248,10,0,0,0
SLC27A2,float64,248,10,0,0,0
ACOX3,float64,248,10,0,0,0
MID1,float64,248,10,0,0,0
ZNHIT1,float64,248,10,0,0,0
ZNF292,float64,248,10,0,0,0
FADS1,float64,248,10,0,0,0
ATP6V1G1,float64,248,10,0,0,0
RBBP9,float64,248,10,0,0,0
SNAPIN,float64,248,10,0,0,0
SNRPC,float64,248,10,0,0,0
CISD3,float64,248,10,0,0,0
COX6A1,float64,248,10,0,0,0
ZFX,float64,248,10,0,0,0
COL5A1,float64,248,10,0,0,0
IDS,float64,248,10,0,0,0
CD40,float64,248,10,0,0,0
GSTM2,float64,248,10,0,0,0
RBMS1,float64,248,10,0,0,0
PTPN9,float64,248,10,0,0,0
HNMT,float64,248,10,0,0,0
CNN1,float64,248,10,0,0,0
SLC35A1,float64,248,10,0,0,0
HPCA,float64,248,10,0,0,0
MST1R,float64,248,10,0,0,0
BCL2L1,float64,248,10,0,0,0
BAK1,float64,248,10,0,0,0
COX20,float64,248,10,0,0,0
ABHD17B,float64,248,10,0,0,0
NAA35,float64,248,10,0,0,0
AP1AR,float64,248,10,0,0,0
LMBRD2,float64,248,10,0,0,0
MIS18BP1,float64,248,10,0,0,0
SFXN4,float64,248,10,0,0,0
BLOC1S2,float64,248,10,0,0,0
GET4,float64,248,10,0,0,0
MOB1B,float64,248,10,0,0,0
SLFN11,float64,248,10,0,0,0
ADGRG6,float64,248,10,0,0,0
ELMOD2,float64,248,10,0,0,0
SNIP1,float64,248,10,0,0,0
CD99L2,float64,248,10,0,0,0
PHLDA1,float64,248,10,0,0,0
ATL1,float64,248,10,0,0,0
IP6K1,float64,248,10,0,0,0
MAML1,float64,248,10,0,0,0
LPGAT1,float64,248,10,0,0,0
RAB8B,float64,248,10,0,0,0
DVL3,float64,248,10,0,0,0
ISG20,float64,248,10,0,0,0
ARL8A,float64,248,10,0,0,0
EAF1,float64,248,10,0,0,0
PPP1R13B,float64,248,10,0,0,0
SFXN2,float64,248,10,0,0,0
DMAC2L,float64,248,10,0,0,0
FAM118B,float64,248,10,0,0,0
VKORC1,float64,248,10,0,0,0
HAUS8,float64,248,10,0,0,0
PTDSS2,float64,248,10,0,0,0
PARD6G,float64,248,10,0,0,0
PARD6B,float64,248,10,0,0,0
UCK2,float64,248,10,0,0,0
SEMA4C,float64,248,10,0,0,0
RBKS,float64,248,10,0,0,0
PIGU,float64,248,10,0,0,0
CIAO2A,float64,248,10,0,0,0
ELP3,float64,248,10,0,0,0
BCL2L12,float64,248,10,0,0,0
TCF7L2,float64,248,10,0,0,0
TLR9,float64,248,10,0,0,0
CHRAC1,float64,248,10,0,0,0
