,dtype,n_values,n_nan_total,n_non_numeric_values,n_posinf,n_neginf
TERF1,float64,248,0,0,0,0
RPL7,float64,248,0,0,0,0
SLC26A7,float64,248,0,0,0,0
PSKH2,float64,248,0,0,0,0
ATP6V0D2,float64,248,0,0,0,0
SYBU,float64,248,0,0,0,0
DPYS,float64,248,0,0,0,0
MTDH,float64,248,0,0,0,0
LRP12,float64,248,0,0,0,0
EBAG9,float64,248,0,0,0,0
RSPO2,float64,248,0,0,0,0
POLR2K,float64,248,0,0,0,0
MAL2,float64,248,0,0,0,0
EIF3H,float64,248,0,0,0,0
UTP23,float64,248,0,0,0,0
NDUFB9,float64,248,0,0,0,0
TATDN1,float64,248,0,0,0,0
FAM83A,float64,248,0,0,0,0
GSDMC,float64,248,0,0,0,0
FAM135B,float64,248,0,0,0,0
ZNF7,float64,248,0,0,0,0
ARHGAP39,float64,248,0,0,0,0
SLC39A4,float64,248,0,0,0,0
NAPRT,float64,248,0,0,0,0
VLDLR,float64,248,0,0,0,0
AK3,float64,248,0,0,0,0
UHRF2,float64,248,0,0,0,0
NFIB,float64,248,0,0,0,0
CER1,float64,248,0,0,0,0
PLIN2,float64,248,0,0,0,0
IFNA5,float64,248,0,0,0,0
HAUS6,float64,248,0,0,0,0
CDKN2B,float64,248,0,0,0,0
IFNA16,float64,248,0,0,0,0
CDKN2A,float64,248,0,0,0,0
C9orf72,float64,248,0,0,0,0
IFNK,float64,248,0,0,0,0
ZCCHC7,float64,248,0,0,0,0
FBXO10,float64,248,0,0,0,0
SIGMAR1,float64,248,0,0,0,0
ZNG1E,float64,248,0,0,0,0
CEP78,float64,248,0,0,0,0
NTRK2,float64,248,0,0,0,0
IDNK,float64,248,0,0,0,0
SHC3,float64,248,0,0,0,0
AUH,float64,248,0,0,0,0
MFSD14B,float64,248,0,0,0,0
AOPEP,float64,248,0,0,0,0
PLPPR1,float64,248,0,0,0,0
OR13C4,float64,248,0,0,0,0
ZNF462,float64,248,0,0,0,0
INIP,float64,248,0,0,0,0
UGCG,float64,248,0,0,0,0
ACTL7B,float64,248,0,0,0,0
SNX30,float64,248,0,0,0,0
STOM,float64,248,0,0,0,0
GSN,float64,248,0,0,0,0
MRRF,float64,248,0,0,0,0
NR6A1,float64,248,0,0,0,0
CRB2,float64,248,0,0,0,0
OR5C1,float64,248,0,0,0,0
ALAD,float64,248,0,0,0,0
ASTN2,float64,248,0,0,0,0
WDR31,float64,248,0,0,0,0
POLE3,float64,248,0,0,0,0
SURF4,float64,248,0,0,0,0
GBGT1,float64,248,0,0,0,0
SURF1,float64,248,0,0,0,0
SURF2,float64,248,0,0,0,0
SURF6,float64,248,0,0,0,0
MED22,float64,248,0,0,0,0
REXO4,float64,248,0,0,0,0
RPL7A,float64,248,0,0,0,0
GTF3C5,float64,248,0,0,0,0
ASB6,float64,248,0,0,0,0
PTGES2,float64,248,0,0,0,0
NTMT1,float64,248,0,0,0,0
CIZ1,float64,248,0,0,0,0
SLC25A25,float64,248,0,0,0,0
SH3GLB2,float64,248,0,0,0,0
MIGA2,float64,248,0,0,0,0
PTGES,float64,248,0,0,0,0
LCN2,float64,248,0,0,0,0
LRSAM1,float64,248,0,0,0,0
HMCN2,float64,248,0,0,0,0
GPR107,float64,248,0,0,0,0
PAXX,float64,248,0,0,0,0
IDI2,float64,248,0,0,0,0
INPP5E,float64,248,0,0,0,0
LCN9,float64,248,0,0,0,0
SEC16A,float64,248,0,0,0,0
DPH7,float64,248,0,0,0,0
NOTCH1,float64,248,0,0,0,0
CACNA1B,float64,248,0,0,0,0
NACC2,float64,248,0,0,0,0
PROSER2,float64,248,0,0,0,0
USP6NL,float64,248,0,0,0,0
COMMD3,float64,248,0,0,0,0
MSRB2,float64,248,0,0,0,0
PDSS1,float64,248,0,0,0,0
FAM171A1,float64,248,0,0,0,0
MINDY3,float64,248,0,0,0,0
SLC39A12,float64,248,0,0,0,0
TMEM236,float64,248,0,0,0,0
RSU1,float64,248,0,0,0,0
ST8SIA6,float64,248,0,0,0,0
PARD3,float64,248,0,0,0,0
ANKRD30A,float64,248,0,0,0,0
ZEB1,float64,248,0,0,0,0
FAM13C,float64,248,0,0,0,0
NRBF2,float64,248,0,0,0,0
A1CF,float64,248,0,0,0,0
CDHR1,float64,248,0,0,0,0
LRIT1,float64,248,0,0,0,0
RGR,float64,248,0,0,0,0
POLR3A,float64,248,0,0,0,0
HERC4,float64,248,0,0,0,0
LRMDA,float64,248,0,0,0,0
CAMK2G,float64,248,0,0,0,0
ADIRF,float64,248,0,0,0,0
GLUD1,float64,248,0,0,0,0
ANKRD1,float64,248,0,0,0,0
HTR7,float64,248,0,0,0,0
RPP30,float64,248,0,0,0,0
FRA10AC1,float64,248,0,0,0,0
ADD3,float64,248,0,0,0,0
HABP2,float64,248,0,0,0,0
VAX1,float64,248,0,0,0,0
DNAJB12,float64,248,0,0,0,0
EIF4EBP2,float64,248,0,0,0,0
NPFFR1,float64,248,0,0,0,0
PLEKHS1,float64,248,0,0,0,0
TCF7L2,float64,248,0,0,0,0
MKI67,float64,248,0,0,0,0
CYP17A1,float64,248,0,0,0,0
INA,float64,248,0,0,0,0
FUOM,float64,248,0,0,0,0
LRRC27,float64,248,0,0,0,0
MTG1,float64,248,0,0,0,0
NKX6-2,float64,248,0,0,0,0
PAOX,float64,248,0,0,0,0
GSTO1,float64,248,0,0,0,0
TAF5,float64,248,0,0,0,0
PPRC1,float64,248,0,0,0,0
ITPRIP,float64,248,0,0,0,0
CNNM2,float64,248,0,0,0,0
PDCD11,float64,248,0,0,0,0
ADAM12,float64,248,0,0,0,0
RGS10,float64,248,0,0,0,0
BTBD10,float64,248,0,0,0,0
ADM,float64,248,0,0,0,0
GAS2,float64,248,0,0,0,0
SLC5A12,float64,248,0,0,0,0
LIN7C,float64,248,0,0,0,0
LRRC4C,float64,248,0,0,0,0
IMMP1L,float64,248,0,0,0,0
SAA4,float64,248,0,0,0,0
PGAP2,float64,248,0,0,0,0
TUT1,float64,248,0,0,0,0
SCGB1A1,float64,248,0,0,0,0
SYT8,float64,248,0,0,0,0
ZNF214,float64,248,0,0,0,0
ZNF215,float64,248,0,0,0,0
HSD17B12,float64,248,0,0,0,0
APIP,float64,248,0,0,0,0
PAMR1,float64,248,0,0,0,0
DGKZ,float64,248,0,0,0,0
EIF3M,float64,248,0,0,0,0
TNKS1BP1,float64,248,0,0,0,0
GLYAT,float64,248,0,0,0,0
SERPING1,float64,248,0,0,0,0
OR5F1,float64,248,0,0,0,0
SSRP1,float64,248,0,0,0,0
SLC43A1,float64,248,0,0,0,0
PTPRJ,float64,248,0,0,0,0
CSTPP1,float64,248,0,0,0,0
ARFGAP2,float64,248,0,0,0,0
CELF1,float64,248,0,0,0,0
HIKESHI,float64,248,0,0,0,0
CCDC81,float64,248,0,0,0,0
SESN3,float64,248,0,0,0,0
ENDOD1,float64,248,0,0,0,0
CCDC82,float64,248,0,0,0,0
KLHL35,float64,248,0,0,0,0
TENM4,float64,248,0,0,0,0
SERPINH1,float64,248,0,0,0,0
CAPN5,float64,248,0,0,0,0
INTS4,float64,248,0,0,0,0
PAK1,float64,248,0,0,0,0
RPS3,float64,248,0,0,0,0
ZC3H12C,float64,248,0,0,0,0
TTC12,float64,248,0,0,0,0
NCAM1,float64,248,0,0,0,0
DRD2,float64,248,0,0,0,0
C11orf52,float64,248,0,0,0,0
HTR3B,float64,248,0,0,0,0
NPAT,float64,248,0,0,0,0
ATM,float64,248,0,0,0,0
AASDHPPT,float64,248,0,0,0,0
GLB1L2,float64,248,0,0,0,0
SLX4IP,float64,248,0,0,0,0
LAMTOR1,float64,248,0,0,0,0
P4HA3,float64,248,0,0,0,0
GRIK4,float64,248,0,0,0,0
ST14,float64,248,0,0,0,0
HYOU1,float64,248,0,0,0,0
GGTLC1,float64,248,0,0,0,0
ADAM33,float64,248,0,0,0,0
SLC22A8,float64,248,0,0,0,0
KAT14,float64,248,0,0,0,0
TKFC,float64,248,0,0,0,0
MTA2,float64,248,0,0,0,0
TMEM138,float64,248,0,0,0,0
FADS1,float64,248,0,0,0,0
TMC2,float64,248,0,0,0,0
ROM1,float64,248,0,0,0,0
EML3,float64,248,0,0,0,0
INCENP,float64,248,0,0,0,0
ZP1,float64,248,0,0,0,0
OOSP2,float64,248,0,0,0,0
MS4A3,float64,248,0,0,0,0
PLCH2,float64,248,0,0,0,0
CPSF7,float64,248,0,0,0,0
MS4A2,float64,248,0,0,0,0
B3GAT3,float64,248,0,0,0,0
EI24,float64,248,0,0,0,0
CCDC15,float64,248,0,0,0,0
CHEK1,float64,248,0,0,0,0
FEZ1,float64,248,0,0,0,0
ESAM,float64,248,0,0,0,0
KIRREL3,float64,248,0,0,0,0
MPZL2,float64,248,0,0,0,0
SCN2B,float64,248,0,0,0,0
SIDT2,float64,248,0,0,0,0
TMEM25,float64,248,0,0,0,0
TAGLN,float64,248,0,0,0,0
JPH2,float64,248,0,0,0,0
DUSP15,float64,248,0,0,0,0
COMMD7,float64,248,0,0,0,0
C20orf144,float64,248,0,0,0,0
KIAA1755,float64,248,0,0,0,0
SPATA25,float64,248,0,0,0,0
OCSTAMP,float64,248,0,0,0,0
DSN1,float64,248,0,0,0,0
MTCL2,float64,248,0,0,0,0
CNBD2,float64,248,0,0,0,0
SPINT4,float64,248,0,0,0,0
CDH22,float64,248,0,0,0,0
LSM14B,float64,248,0,0,0,0
YTHDF1,float64,248,0,0,0,0
CABLES2,float64,248,0,0,0,0
LTO1,float64,248,0,0,0,0
GPHA2,float64,248,0,0,0,0
SLC22A9,float64,248,0,0,0,0
TRPT1,float64,248,0,0,0,0
NUDT22,float64,248,0,0,0,0
FERMT3,float64,248,0,0,0,0
PLCB3,float64,248,0,0,0,0
MRPL49,float64,248,0,0,0,0
CDC42EP2,float64,248,0,0,0,0
FAU,float64,248,0,0,0,0
TM7SF2,float64,248,0,0,0,0
VPS51,float64,248,0,0,0,0
TBX6,float64,248,0,0,0,0
PPP4C,float64,248,0,0,0,0
ALDOA,float64,248,0,0,0,0
TLCD3B,float64,248,0,0,0,0
DOC2A,float64,248,0,0,0,0
HIRIP3,float64,248,0,0,0,0
TAOK2,float64,248,0,0,0,0
TMEM219,float64,248,0,0,0,0
HMGA2,float64,248,0,0,0,0
MMP3,float64,248,0,0,0,0
CNKSR2,float64,248,0,0,0,0
CNTN5,float64,248,0,0,0,0
KLRF1,float64,248,0,0,0,0
CLEC1A,float64,248,0,0,0,0
MKX,float64,248,0,0,0,0
MPP7,float64,248,0,0,0,0
ITGB1,float64,248,0,0,0,0
FXYD4,float64,248,0,0,0,0
TRIM48,float64,248,0,0,0,0
OR8K1,float64,248,0,0,0,0
OR5M9,float64,248,0,0,0,0
PCDH15,float64,248,0,0,0,0
CTF1,float64,248,0,0,0,0
CWC15,float64,248,0,0,0,0
FCGR1A,float64,248,0,0,0,0
ARID5B,float64,248,0,0,0,0
KLHL1,float64,248,0,0,0,0
CDH8,float64,248,0,0,0,0
DCUN1D2,float64,248,0,0,0,0
TMCO3,float64,248,0,0,0,0
TMEM218,float64,248,0,0,0,0
TIRAP,float64,248,0,0,0,0
EEF1AKMT1,float64,248,0,0,0,0
LATS2,float64,248,0,0,0,0
SAP18,float64,248,0,0,0,0
ADGRL3,float64,248,0,0,0,0
KIAA1328,float64,248,0,0,0,0
FAM124A,float64,248,0,0,0,0
MIA2,float64,248,0,0,0,0
HNMT,float64,248,0,0,0,0
LYPD1,float64,248,0,0,0,0
LYPD6B,float64,248,0,0,0,0
PDCD4,float64,248,0,0,0,0
ADRA2A,float64,248,0,0,0,0
GPM6A,float64,248,0,0,0,0
WDR17,float64,248,0,0,0,0
SPATA4,float64,248,0,0,0,0
VEGFC,float64,248,0,0,0,0
CCDC102B,float64,248,0,0,0,0
CD226,float64,248,0,0,0,0
CNDP1,float64,248,0,0,0,0
FSIP1,float64,248,0,0,0,0
DLG2,float64,248,0,0,0,0
CCDC83,float64,248,0,0,0,0
RGS18,float64,248,0,0,0,0
PRSS23,float64,248,0,0,0,0
MTMR12,float64,248,0,0,0,0
PPP1R1C,float64,248,0,0,0,0
POU2AF2,float64,248,0,0,0,0
CCT5,float64,248,0,0,0,0
ATPSCKMT,float64,248,0,0,0,0
DOCK1,float64,248,0,0,0,0
DIXDC1,float64,248,0,0,0,0
DLAT,float64,248,0,0,0,0
PIH1D2,float64,248,0,0,0,0
NKAPD1,float64,248,0,0,0,0
TIMM8B,float64,248,0,0,0,0
IL18,float64,248,0,0,0,0
TEX12,float64,248,0,0,0,0
PTS,float64,248,0,0,0,0
PIP4K2A,float64,248,0,0,0,0
C2orf50,float64,248,0,0,0,0
FREM2,float64,248,0,0,0,0
FOXO1,float64,248,0,0,0,0
CRIM1,float64,248,0,0,0,0
SEC24D,float64,248,0,0,0,0
ABCB9,float64,248,0,0,0,0
RILPL2,float64,248,0,0,0,0
DHX37,float64,248,0,0,0,0
UBC,float64,248,0,0,0,0
ITPR1,float64,248,0,0,0,0
TKTL2,float64,248,0,0,0,0
PRSS53,float64,248,0,0,0,0
SLC7A11,float64,248,0,0,0,0
NOCT,float64,248,0,0,0,0
ENKUR,float64,248,0,0,0,0
GPR158,float64,248,0,0,0,0
LYZL2,float64,248,0,0,0,0
CACNA2D4,float64,248,0,0,0,0
DCP1B,float64,248,0,0,0,0
CACNA1C,float64,248,0,0,0,0
KCNA6,float64,248,0,0,0,0
THRB,float64,248,0,0,0,0
NGLY1,float64,248,0,0,0,0
OXSM,float64,248,0,0,0,0
UEVLD,float64,248,0,0,0,0
TMEM86A,float64,248,0,0,0,0
NOPCHAP1,float64,248,0,0,0,0
TMEM263,float64,248,0,0,0,0
ABTB3,float64,248,0,0,0,0
UBE3B,float64,248,0,0,0,0
ANK3,float64,248,0,0,0,0
IPMK,float64,248,0,0,0,0
RAD9B,float64,248,0,0,0,0
PLBD2,float64,248,0,0,0,0
DLG5,float64,248,0,0,0,0
MAT1A,float64,248,0,0,0,0
SLC2A13,float64,248,0,0,0,0
GXYLT1,float64,248,0,0,0,0
TWF1,float64,248,0,0,0,0
DIP2C,float64,248,0,0,0,0
EIF4E,float64,248,0,0,0,0
MAGI1,float64,248,0,0,0,0
TEX30,float64,248,0,0,0,0
CSNK1G3,float64,248,0,0,0,0
SRFBP1,float64,248,0,0,0,0
AKAP6,float64,248,0,0,0,0
NPAS3,float64,248,0,0,0,0
FAM177A1,float64,248,0,0,0,0
MBIP,float64,248,0,0,0,0
MIPOL1,float64,248,0,0,0,0
EXT2,float64,248,0,0,0,0
TMEM18,float64,248,0,0,0,0
ALLC,float64,248,0,0,0,0
KCTD14,float64,248,0,0,0,0
THRSP,float64,248,0,0,0,0
NDUFC2,float64,248,0,0,0,0
ME3,float64,248,0,0,0,0
MSGN1,float64,248,0,0,0,0
ADAMTS12,float64,248,0,0,0,0
NUBPL,float64,248,0,0,0,0
NEK7,float64,248,0,0,0,0
ATP6V1G3,float64,248,0,0,0,0
FER,float64,248,0,0,0,0
VIPAS39,float64,248,0,0,0,0
ANKRD50,float64,248,0,0,0,0
UPF2,float64,248,0,0,0,0
CDC123,float64,248,0,0,0,0
SCLT1,float64,248,0,0,0,0
CCDC3,float64,248,0,0,0,0
C4orf33,float64,248,0,0,0,0
FRMD4A,float64,248,0,0,0,0
SLC25A31,float64,248,0,0,0,0
PTPRO,float64,248,0,0,0,0
EPS8,float64,248,0,0,0,0
ACAD8,float64,248,0,0,0,0
THYN1,float64,248,0,0,0,0
VPS26B,float64,248,0,0,0,0
NCAPD3,float64,248,0,0,0,0
VTI1A,float64,248,0,0,0,0
QDPR,float64,248,0,0,0,0
FHIP2A,float64,248,0,0,0,0
ANO4,float64,248,0,0,0,0
TEX9,float64,248,0,0,0,0
QTRT2,float64,248,0,0,0,0
DRD3,float64,248,0,0,0,0
MMAA,float64,248,0,0,0,0
ZNF827,float64,248,0,0,0,0
POU4F2,float64,248,0,0,0,0
EDNRA,float64,248,0,0,0,0
NR3C2,float64,248,0,0,0,0
AKR1C2,float64,248,0,0,0,0
DPYSL4,float64,248,0,0,0,0
VENTX,float64,248,0,0,0,0
ADAM8,float64,248,0,0,0,0
ITIH2,float64,248,0,0,0,0
KIN,float64,248,0,0,0,0
PIGF,float64,248,0,0,0,0
ANKAR,float64,248,0,0,0,0
INPP1,float64,248,0,0,0,0
MFSD6,float64,248,0,0,0,0
RNF144A,float64,248,0,0,0,0
ASAP2,float64,248,0,0,0,0
ADAM17,float64,248,0,0,0,0
FLI1,float64,248,0,0,0,0
KCNJ1,float64,248,0,0,0,0
TMEM45B,float64,248,0,0,0,0
WWC2,float64,248,0,0,0,0
CENPU,float64,248,0,0,0,0
ACSL1,float64,248,0,0,0,0
SLC25A4,float64,248,0,0,0,0
AMN1,float64,248,0,0,0,0
BICD1,float64,248,0,0,0,0
SAV1,float64,248,0,0,0,0
CCDC122,float64,248,0,0,0,0
SERP2,float64,248,0,0,0,0
NBAS,float64,248,0,0,0,0
ZNF385D,float64,248,0,0,0,0
TDO2,float64,248,0,0,0,0
GUF1,float64,248,0,0,0,0
SLC35F4,float64,248,0,0,0,0
GABRA2,float64,248,0,0,0,0
SACS,float64,248,0,0,0,0
CCDC175,float64,248,0,0,0,0
PABPC3,float64,248,0,0,0,0
CENPJ,float64,248,0,0,0,0
FBXO4,float64,248,0,0,0,0
TMEM267,float64,248,0,0,0,0
CCL28,float64,248,0,0,0,0
PARP8,float64,248,0,0,0,0
GFRA1,float64,248,0,0,0,0
CACUL1,float64,248,0,0,0,0
DST,float64,248,0,0,0,0
BEND6,float64,248,0,0,0,0
TIAL1,float64,248,0,0,0,0
BAG3,float64,248,0,0,0,0
GLT1D1,float64,248,0,0,0,0
TMEM132D,float64,248,0,0,0,0
RBM46,float64,248,0,0,0,0
SCHIP1,float64,248,0,0,0,0
MCHR2,float64,248,0,0,0,0
KCNE4,float64,248,0,0,0,0
AP1S3,float64,248,0,0,0,0
RABGAP1L,float64,248,0,0,0,0
CCDC74B,float64,248,0,0,0,0
TLCD4,float64,248,0,0,0,0
MZT2B,float64,248,0,0,0,0
TUBA3E,float64,248,0,0,0,0
ASTN1,float64,248,0,0,0,0
CFC1B,float64,248,0,0,0,0
FAM168B,float64,248,0,0,0,0
PTPN14,float64,248,0,0,0,0
MGAT5,float64,248,0,0,0,0
TMEM163,float64,248,0,0,0,0
GPATCH11,float64,248,0,0,0,0
HSPB8,float64,248,0,0,0,0
GEMIN6,float64,248,0,0,0,0
TMEM178A,float64,248,0,0,0,0
POU4F1,float64,248,0,0,0,0
OBI1,float64,248,0,0,0,0
CYSLTR2,float64,248,0,0,0,0
GRID2,float64,248,0,0,0,0
ARL11,float64,248,0,0,0,0
RIT2,float64,248,0,0,0,0
SETBP1,float64,248,0,0,0,0
ARL14EP,float64,248,0,0,0,0
EPG5,float64,248,0,0,0,0
PSTPIP2,float64,248,0,0,0,0
ATP5F1A,float64,248,0,0,0,0
HAUS1,float64,248,0,0,0,0
ARK2N,float64,248,0,0,0,0
SPC25,float64,248,0,0,0,0
G6PC2,float64,248,0,0,0,0
PDK1,float64,248,0,0,0,0
PTH,float64,248,0,0,0,0
PDE3B,float64,248,0,0,0,0
TCF7L1,float64,248,0,0,0,0
TGOLN2,float64,248,0,0,0,0
SH2D6,float64,248,0,0,0,0
KCNK13,float64,248,0,0,0,0
UHMK1,float64,248,0,0,0,0
ATG10,float64,248,0,0,0,0
POC5,float64,248,0,0,0,0
SPOCK1,float64,248,0,0,0,0
FAM151B,float64,248,0,0,0,0
TADA1,float64,248,0,0,0,0
GUCY1A2,float64,248,0,0,0,0
CWF19L2,float64,248,0,0,0,0
JMY,float64,248,0,0,0,0
HOMER1,float64,248,0,0,0,0
XRCC4,float64,248,0,0,0,0
BOLL,float64,248,0,0,0,0
ZNF547,float64,248,0,0,0,0
ZNF773,float64,248,0,0,0,0
ZNF776,float64,248,0,0,0,0
ZNF256,float64,248,0,0,0,0
SUV39H2,float64,248,0,0,0,0
DCLRE1C,float64,248,0,0,0,0
OLAH,float64,248,0,0,0,0
RPP38,float64,248,0,0,0,0
NMT2,float64,248,0,0,0,0
ZSCAN1,float64,248,0,0,0,0
ZNF837,float64,248,0,0,0,0
USP12,float64,248,0,0,0,0
CCDC50,float64,248,0,0,0,0
CAMK4,float64,248,0,0,0,0
TRIM36,float64,248,0,0,0,0
ZFP36L2,float64,248,0,0,0,0
PAN3,float64,248,0,0,0,0
PLEKHH2,float64,248,0,0,0,0
PFKM,float64,248,0,0,0,0
TMEM123,float64,248,0,0,0,0
GRIA4,float64,248,0,0,0,0
IGSF10,float64,248,0,0,0,0
SPEF2,float64,248,0,0,0,0
SPARCL1,float64,248,0,0,0,0
DSPP,float64,248,0,0,0,0
DMP1,float64,248,0,0,0,0
MEPE,float64,248,0,0,0,0
MBNL1,float64,248,0,0,0,0
CAPSL,float64,248,0,0,0,0
NADK2,float64,248,0,0,0,0
GPD1L,float64,248,0,0,0,0
GJA1,float64,248,0,0,0,0
CCNO,float64,248,0,0,0,0
DDX4,float64,248,0,0,0,0
CLEC4F,float64,248,0,0,0,0
SLC30A6,float64,248,0,0,0,0
PELO,float64,248,0,0,0,0
RASGRP3,float64,248,0,0,0,0
SAR1B,float64,248,0,0,0,0
CATSPER3,float64,248,0,0,0,0
GPR180,float64,248,0,0,0,0
DYNLT5,float64,248,0,0,0,0
DNAI4,float64,248,0,0,0,0
ANKRD22,float64,248,0,0,0,0
FARP1,float64,248,0,0,0,0
IFIT5,float64,248,0,0,0,0
SLC16A12,float64,248,0,0,0,0
PANK1,float64,248,0,0,0,0
PRDM8,float64,248,0,0,0,0
BMP3,float64,248,0,0,0,0
HNRNPDL,float64,248,0,0,0,0
HHEX,float64,248,0,0,0,0
UTRN,float64,248,0,0,0,0
GRM1,float64,248,0,0,0,0
PTPRK,float64,248,0,0,0,0
GGPS1,float64,248,0,0,0,0
CNTNAP4,float64,248,0,0,0,0
ZNF117,float64,248,0,0,0,0
RAB3C,float64,248,0,0,0,0
LMNTD1,float64,248,0,0,0,0
MARVELD2,float64,248,0,0,0,0
RAD17,float64,248,0,0,0,0
MED21,float64,248,0,0,0,0
PLOD2,float64,248,0,0,0,0
STK32B,float64,248,0,0,0,0
NRSN1,float64,248,0,0,0,0
JAKMIP1,float64,248,0,0,0,0
ZIC1,float64,248,0,0,0,0
ADGRA3,float64,248,0,0,0,0
CPB1,float64,248,0,0,0,0
SREK1IP1,float64,248,0,0,0,0
LGI2,float64,248,0,0,0,0
CWC27,float64,248,0,0,0,0
MR1,float64,248,0,0,0,0
SRP19,float64,248,0,0,0,0
CENPH,float64,248,0,0,0,0
CDYL,float64,248,0,0,0,0
CARHSP1,float64,248,0,0,0,0
TEKT5,float64,248,0,0,0,0
BANK1,float64,248,0,0,0,0
TXNDC11,float64,248,0,0,0,0
DAB2,float64,248,0,0,0,0
ACMSD,float64,248,0,0,0,0
ACOXL,float64,248,0,0,0,0
BCL2L11,float64,248,0,0,0,0
ANAPC1,float64,248,0,0,0,0
CAST,float64,248,0,0,0,0
SCOC,float64,248,0,0,0,0
CLGN,float64,248,0,0,0,0
CETN3,float64,248,0,0,0,0
SMARCA5,float64,248,0,0,0,0
SYCP2L,float64,248,0,0,0,0
BMP6,float64,248,0,0,0,0
RGPD3,float64,248,0,0,0,0
RASSF3,float64,248,0,0,0,0
HNRNPU,float64,248,0,0,0,0
RANBP2,float64,248,0,0,0,0
AHCTF1,float64,248,0,0,0,0
MERTK,float64,248,0,0,0,0
TMEM87B,float64,248,0,0,0,0
OR14K1,float64,248,0,0,0,0
PTPRR,float64,248,0,0,0,0
NR4A2,float64,248,0,0,0,0
CCDC148,float64,248,0,0,0,0
PLA2R1,float64,248,0,0,0,0
RBMS1,float64,248,0,0,0,0
SCN3A,float64,248,0,0,0,0
FEZF2,float64,248,0,0,0,0
CD96,float64,248,0,0,0,0
SLC25A27,float64,248,0,0,0,0
ADGRF1,float64,248,0,0,0,0
ADGRF4,float64,248,0,0,0,0
FRMD1,float64,248,0,0,0,0
CYRIB,float64,248,0,0,0,0
ASAP1,float64,248,0,0,0,0
TRAPPC8,float64,248,0,0,0,0
FAM81B,float64,248,0,0,0,0
INO80C,float64,248,0,0,0,0
LPCAT1,float64,248,0,0,0,0
PLEKHG4B,float64,248,0,0,0,0
NMRAL1,float64,248,0,0,0,0
UBALD1,float64,248,0,0,0,0
C16orf89,float64,248,0,0,0,0
LYSET,float64,248,0,0,0,0
ING1,float64,248,0,0,0,0
TEX29,float64,248,0,0,0,0
SPACA7,float64,248,0,0,0,0
ADPRHL1,float64,248,0,0,0,0
CMTM7,float64,248,0,0,0,0
FBXL2,float64,248,0,0,0,0
UBP1,float64,248,0,0,0,0
RMND5A,float64,248,0,0,0,0
CD8A,float64,248,0,0,0,0
RPIA,float64,248,0,0,0,0
GOLGA8F,float64,248,0,0,0,0
PTPRD,float64,248,0,0,0,0
LURAP1L,float64,248,0,0,0,0
CNKSR3,float64,248,0,0,0,0
GTF2E1,float64,248,0,0,0,0
CFDP1,float64,248,0,0,0,0
TGIF2LX,float64,248,0,0,0,0
ZDHHC7,float64,248,0,0,0,0
CIBAR2,float64,248,0,0,0,0
SPMIP4,float64,248,0,0,0,0
TMPRSS11D,float64,248,0,0,0,0
JAZF1,float64,248,0,0,0,0
CMIP,float64,248,0,0,0,0
SPHKAP,float64,248,0,0,0,0
KCNJ16,float64,248,0,0,0,0
PID1,float64,248,0,0,0,0
TRIP12,float64,248,0,0,0,0
FBXO36,float64,248,0,0,0,0
CEBPG,float64,248,0,0,0,0
KCTD15,float64,248,0,0,0,0
ZNF599,float64,248,0,0,0,0
MCOLN2,float64,248,0,0,0,0
LGI4,float64,248,0,0,0,0
DDAH1,float64,248,0,0,0,0
SREK1,float64,248,0,0,0,0
CHD1,float64,248,0,0,0,0
ANKFN1,float64,248,0,0,0,0
DGKE,float64,248,0,0,0,0
HS2ST1,float64,248,0,0,0,0
MSI2,float64,248,0,0,0,0
CACNA2D1,float64,248,0,0,0,0
ZUP1,float64,248,0,0,0,0
HS3ST3A1,float64,248,0,0,0,0
GDPD1,float64,248,0,0,0,0
NUS1,float64,248,0,0,0,0
SEMA3D,float64,248,0,0,0,0
PPP2R5E,float64,248,0,0,0,0
ASB17,float64,248,0,0,0,0
GRAP,float64,248,0,0,0,0
SLC5A10,float64,248,0,0,0,0
AK5,float64,248,0,0,0,0
CABYR,float64,248,0,0,0,0
IMPACT,float64,248,0,0,0,0
ANKRD29,float64,248,0,0,0,0
SDHAF4,float64,248,0,0,0,0
CHST9,float64,248,0,0,0,0
THY1,float64,248,0,0,0,0
DNAAF1,float64,248,0,0,0,0
C16orf74,float64,248,0,0,0,0
TBCEL,float64,248,0,0,0,0
JPH3,float64,248,0,0,0,0
ANKH,float64,248,0,0,0,0
OTULIN,float64,248,0,0,0,0
UBASH3B,float64,248,0,0,0,0
ROBO4,float64,248,0,0,0,0
ROBO3,float64,248,0,0,0,0
PANX3,float64,248,0,0,0,0
TBRG1,float64,248,0,0,0,0
NRGN,float64,248,0,0,0,0
RETREG1,float64,248,0,0,0,0
CDH12,float64,248,0,0,0,0
GPR15,float64,248,0,0,0,0
TOMM70,float64,248,0,0,0,0
ABI3BP,float64,248,0,0,0,0
ANGPT1,float64,248,0,0,0,0
PITPNC1,float64,248,0,0,0,0
CC2D1B,float64,248,0,0,0,0
CERS3,float64,248,0,0,0,0
PRKCA,float64,248,0,0,0,0
LRRK1,float64,248,0,0,0,0
CEP112,float64,248,0,0,0,0
GAL3ST2,float64,248,0,0,0,0
ABCA9,float64,248,0,0,0,0
ABCA6,float64,248,0,0,0,0
ABCA10,float64,248,0,0,0,0
ABCA5,float64,248,0,0,0,0
ENPP3,float64,248,0,0,0,0
