,dtype,n_values,n_nan_total,n_non_numeric_values,n_posinf,n_neginf
ECHDC1,float64,248,0,0,0,0
LRRFIP2,float64,248,0,0,0,0
SEC22C,float64,248,0,0,0,0
XYLB,float64,248,0,0,0,0
HDAC6,float64,248,0,0,0,0
OR1I1,float64,248,0,0,0,0
GABRP,float64,248,0,0,0,0
KRT31,float64,248,0,0,0,0
CDC6,float64,248,0,0,0,0
UPRT,float64,248,0,0,0,0
CDC23,float64,248,0,0,0,0
AAAS,float64,248,0,0,0,0
CBX5,float64,248,0,0,0,0
FMO2,float64,248,0,0,0,0
SUCO,float64,248,0,0,0,0
MSH2,float64,248,0,0,0,0
MAP3K1,float64,248,0,0,0,0
DHPS,float64,248,0,0,0,0
HOOK2,float64,248,0,0,0,0
NXPE1,float64,248,0,0,0,0
ARCN1,float64,248,0,0,0,0
EPB41L4B,float64,248,0,0,0,0
TMEM38B,float64,248,0,0,0,0
PSMD5,float64,248,0,0,0,0
PTGS1,float64,248,0,0,0,0
NUP188,float64,248,0,0,0,0
CRAT,float64,248,0,0,0,0
SH2D3C,float64,248,0,0,0,0
NANS,float64,248,0,0,0,0
TBC1D2,float64,248,0,0,0,0
WHRN,float64,248,0,0,0,0
PDE6C,float64,248,0,0,0,0
CWF19L1,float64,248,0,0,0,0
SEMA4G,float64,248,0,0,0,0
BTAF1,float64,248,0,0,0,0
IKZF5,float64,248,0,0,0,0
BLNK,float64,248,0,0,0,0
TLL2,float64,248,0,0,0,0
CYP26A1,float64,248,0,0,0,0
TDRD1,float64,248,0,0,0,0
SORBS1,float64,248,0,0,0,0
CRTAC1,float64,248,0,0,0,0
BAMBI,float64,248,0,0,0,0
IL11,float64,248,0,0,0,0
MYO3A,float64,248,0,0,0,0
WAC,float64,248,0,0,0,0
CREM,float64,248,0,0,0,0
NUBP2,float64,248,0,0,0,0
TPSD1,float64,248,0,0,0,0
SMIM24,float64,248,0,0,0,0
HIVEP1,float64,248,0,0,0,0
TREM2,float64,248,0,0,0,0
KCNK16,float64,248,0,0,0,0
CRISP3,float64,248,0,0,0,0
FKBP5,float64,248,0,0,0,0
SRPK1,float64,248,0,0,0,0
BRPF3,float64,248,0,0,0,0
MRPS18A,float64,248,0,0,0,0
PGC,float64,248,0,0,0,0
TMEM14A,float64,248,0,0,0,0
EFHC1,float64,248,0,0,0,0
NCR2,float64,248,0,0,0,0
HSP90AB1,float64,248,0,0,0,0
MLN,float64,248,0,0,0,0
CDC5L,float64,248,0,0,0,0
ITPR3,float64,248,0,0,0,0
ZNF184,float64,248,0,0,0,0
DSP,float64,248,0,0,0,0
SIRT1,float64,248,0,0,0,0
HNRNPH3,float64,248,0,0,0,0
IFT74,float64,248,0,0,0,0
JAK2,float64,248,0,0,0,0
IL12RB1,float64,248,0,0,0,0
ABL1,float64,248,0,0,0,0
ACOT7,float64,248,0,0,0,0
SH3GLB1,float64,248,0,0,0,0
CDC7,float64,248,0,0,0,0
SYDE2,float64,248,0,0,0,0
PCSK5,float64,248,0,0,0,0
SCD,float64,248,0,0,0,0
TMED1,float64,248,0,0,0,0
ABLIM1,float64,248,0,0,0,0
ERMP1,float64,248,0,0,0,0
RAB18,float64,248,0,0,0,0
NRP1,float64,248,0,0,0,0
PRTFDC1,float64,248,0,0,0,0
PALMD,float64,248,0,0,0,0
TSPAN15,float64,248,0,0,0,0
MACROH2A2,float64,248,0,0,0,0
WASHC2A,float64,248,0,0,0,0
MAST3,float64,248,0,0,0,0
MZF1,float64,248,0,0,0,0
OCEL1,float64,248,0,0,0,0
MYO9B,float64,248,0,0,0,0
KCNK6,float64,248,0,0,0,0
CATSPERG,float64,248,0,0,0,0
PSMD8,float64,248,0,0,0,0
FBXL19,float64,248,0,0,0,0
STX1B,float64,248,0,0,0,0
HSD3B7,float64,248,0,0,0,0
SETD1A,float64,248,0,0,0,0
BCL7C,float64,248,0,0,0,0
MAGEB2,float64,248,0,0,0,0
EFNA2,float64,248,0,0,0,0
CIRBP,float64,248,0,0,0,0
ATP5F1D,float64,248,0,0,0,0
CBARP,float64,248,0,0,0,0
PCDH11Y,float64,248,0,0,0,0
AMELY,float64,248,0,0,0,0
IGFALS,float64,248,0,0,0,0
HNRNPM,float64,248,0,0,0,0
MARCHF2,float64,248,0,0,0,0
NDUFB7,float64,248,0,0,0,0
TECR,float64,248,0,0,0,0
TIMM13,float64,248,0,0,0,0
CDC34,float64,248,0,0,0,0
MTAP,float64,248,0,0,0,0
MISP,float64,248,0,0,0,0
CEP170B,float64,248,0,0,0,0
POLR2E,float64,248,0,0,0,0
POLRMT,float64,248,0,0,0,0
HCN2,float64,248,0,0,0,0
CDHR5,float64,248,0,0,0,0
IZUMO4,float64,248,0,0,0,0
RASSF7,float64,248,0,0,0,0
GADD45B,float64,248,0,0,0,0
PALM,float64,248,0,0,0,0
MADCAM1,float64,248,0,0,0,0
MKNK2,float64,248,0,0,0,0
ARVCF,float64,248,0,0,0,0
TRMT2A,float64,248,0,0,0,0
RANBP1,float64,248,0,0,0,0
ZDHHC8,float64,248,0,0,0,0
KLHL22,float64,248,0,0,0,0
MED15,float64,248,0,0,0,0
SERPIND1,float64,248,0,0,0,0
SNAP29,float64,248,0,0,0,0
CRKL,float64,248,0,0,0,0
LZTR1,float64,248,0,0,0,0
MMP11,float64,248,0,0,0,0
CECR2,float64,248,0,0,0,0
SMARCB1,float64,248,0,0,0,0
P2RX6,float64,248,0,0,0,0
DERL3,float64,248,0,0,0,0
SLC7A4,float64,248,0,0,0,0
BCL2L13,float64,248,0,0,0,0
DDTL,float64,248,0,0,0,0
DDT,float64,248,0,0,0,0
GSTT2,float64,248,0,0,0,0
OSM,float64,248,0,0,0,0
CABIN1,float64,248,0,0,0,0
TBC1D10A,float64,248,0,0,0,0
SUSD2,float64,248,0,0,0,0
SF3A1,float64,248,0,0,0,0
GGT5,float64,248,0,0,0,0
RNF215,float64,248,0,0,0,0
SEC14L2,float64,248,0,0,0,0
SEC14L3,float64,248,0,0,0,0
SPECC1L,float64,248,0,0,0,0
PPIL2,float64,248,0,0,0,0
UPB1,float64,248,0,0,0,0
YPEL1,float64,248,0,0,0,0
SNRPD3,float64,248,0,0,0,0
PES1,float64,248,0,0,0,0
MAPK1,float64,248,0,0,0,0
GGT1,float64,248,0,0,0,0
PRODH,float64,248,0,0,0,0
PPM1F,float64,248,0,0,0,0
SLC35E4,float64,248,0,0,0,0
TOP3B,float64,248,0,0,0,0
CRYBB3,float64,248,0,0,0,0
CYTH4,float64,248,0,0,0,0
ESS2,float64,248,0,0,0,0
MFNG,float64,248,0,0,0,0
CARD10,float64,248,0,0,0,0
SLC25A1,float64,248,0,0,0,0
GRK3,float64,248,0,0,0,0
PLA2G3,float64,248,0,0,0,0
LGALS2,float64,248,0,0,0,0
GGA1,float64,248,0,0,0,0
HIRA,float64,248,0,0,0,0
SH3BP1,float64,248,0,0,0,0
SEZ6L,float64,248,0,0,0,0
LGALS1,float64,248,0,0,0,0
HPS4,float64,248,0,0,0,0
PIK3IP1,float64,248,0,0,0,0
SRRD,float64,248,0,0,0,0
PATZ1,float64,248,0,0,0,0
TRIOBP,float64,248,0,0,0,0
TFIP11,float64,248,0,0,0,0
GCAT,float64,248,0,0,0,0
GGTLC2,float64,248,0,0,0,0
CRYBB1,float64,248,0,0,0,0
ANKRD54,float64,248,0,0,0,0
EIF3L,float64,248,0,0,0,0
SNU13,float64,248,0,0,0,0
MICALL1,float64,248,0,0,0,0
POLR2F,float64,248,0,0,0,0
SOX10,float64,248,0,0,0,0
CCDC134,float64,248,0,0,0,0
DEPDC5,float64,248,0,0,0,0
PICK1,float64,248,0,0,0,0
TTC28,float64,248,0,0,0,0
SLC16A8,float64,248,0,0,0,0
CENPM,float64,248,0,0,0,0
SEPTIN3,float64,248,0,0,0,0
SLC5A1,float64,248,0,0,0,0
SLC5A4,float64,248,0,0,0,0
KDELR3,float64,248,0,0,0,0
CYP2D6,float64,248,0,0,0,0
DDX17,float64,248,0,0,0,0
DMC1,float64,248,0,0,0,0
TCF20,float64,248,0,0,0,0
HSCB,float64,248,0,0,0,0
CBY1,float64,248,0,0,0,0
TOMM22,float64,248,0,0,0,0
RSPH14,float64,248,0,0,0,0
XBP1,float64,248,0,0,0,0
RTCB,float64,248,0,0,0,0
JOSD1,float64,248,0,0,0,0
FBXO7,float64,248,0,0,0,0
GTPBP1,float64,248,0,0,0,0
POLDIP3,float64,248,0,0,0,0
RAB36,float64,248,0,0,0,0
TIMP3,float64,248,0,0,0,0
PPP6R2,float64,248,0,0,0,0
SBF1,float64,248,0,0,0,0
SUN2,float64,248,0,0,0,0
CYB5R3,float64,248,0,0,0,0
DNAL4,float64,248,0,0,0,0
C22orf31,float64,248,0,0,0,0
MIOX,float64,248,0,0,0,0
LMF2,float64,248,0,0,0,0
RHBDD3,float64,248,0,0,0,0
PACSIN2,float64,248,0,0,0,0
TTLL1,float64,248,0,0,0,0
RASL10A,float64,248,0,0,0,0
AP1B1,float64,248,0,0,0,0
HMGXB4,float64,248,0,0,0,0
TOM1,float64,248,0,0,0,0
NEFH,float64,248,0,0,0,0
CHKB,float64,248,0,0,0,0
BIK,float64,248,0,0,0,0
HMOX1,float64,248,0,0,0,0
MCAT,float64,248,0,0,0,0
THOC5,float64,248,0,0,0,0
MCM5,float64,248,0,0,0,0
APOBEC3H,float64,248,0,0,0,0
ARSA,float64,248,0,0,0,0
TSPO,float64,248,0,0,0,0
RASD2,float64,248,0,0,0,0
TTLL12,float64,248,0,0,0,0
CBX7,float64,248,0,0,0,0
PDGFB,float64,248,0,0,0,0
ACR,float64,248,0,0,0,0
CABP7,float64,248,0,0,0,0
RPL3,float64,248,0,0,0,0
ZMAT5,float64,248,0,0,0,0
RBFOX2,float64,248,0,0,0,0
SYNGR1,float64,248,0,0,0,0
TAB1,float64,248,0,0,0,0
ASCC2,float64,248,0,0,0,0
MTMR3,float64,248,0,0,0,0
MIEF1,float64,248,0,0,0,0
APOL4,float64,248,0,0,0,0
PNPLA5,float64,248,0,0,0,0
APOL1,float64,248,0,0,0,0
PNPLA3,float64,248,0,0,0,0
MYH9,float64,248,0,0,0,0
CACNA1I,float64,248,0,0,0,0
SAMM50,float64,248,0,0,0,0
TXN2,float64,248,0,0,0,0
FOXRED2,float64,248,0,0,0,0
GRAP2,float64,248,0,0,0,0
EIF3D,float64,248,0,0,0,0
TNRC6B,float64,248,0,0,0,0
SGSM3,float64,248,0,0,0,0
IFT27,float64,248,0,0,0,0
PVALB,float64,248,0,0,0,0
KIAA0930,float64,248,0,0,0,0
NCF4,float64,248,0,0,0,0
CSF2RB,float64,248,0,0,0,0
SLC25A17,float64,248,0,0,0,0
UPK3A,float64,248,0,0,0,0
FAM118A,float64,248,0,0,0,0
KCTD17,float64,248,0,0,0,0
ST13,float64,248,0,0,0,0
IL2RB,float64,248,0,0,0,0
RBX1,float64,248,0,0,0,0
EP300,float64,248,0,0,0,0
L3MBTL2,float64,248,0,0,0,0
CHADL,float64,248,0,0,0,0
RANGAP1,float64,248,0,0,0,0
ZC3H7B,float64,248,0,0,0,0
PHF5A,float64,248,0,0,0,0
ACO2,float64,248,0,0,0,0
POLR3H,float64,248,0,0,0,0
TRMU,float64,248,0,0,0,0
PMM1,float64,248,0,0,0,0
DESI1,float64,248,0,0,0,0
CERK,float64,248,0,0,0,0
BRD1,float64,248,0,0,0,0
ZBED4,float64,248,0,0,0,0
MLC1,float64,248,0,0,0,0
HDAC10,float64,248,0,0,0,0
KCNK10,float64,248,0,0,0,0
ABHD4,float64,248,0,0,0,0
KHNYN,float64,248,0,0,0,0
FKBP3,float64,248,0,0,0,0
SDR39U1,float64,248,0,0,0,0
CTSG,float64,248,0,0,0,0
GZMH,float64,248,0,0,0,0
GZMB,float64,248,0,0,0,0
RBM23,float64,248,0,0,0,0
PRMT5,float64,248,0,0,0,0
COCH,float64,248,0,0,0,0
AP4S1,float64,248,0,0,0,0
POLE2,float64,248,0,0,0,0
VCPKMT,float64,248,0,0,0,0
SOS2,float64,248,0,0,0,0
CDKL1,float64,248,0,0,0,0
NIN,float64,248,0,0,0,0
PYGL,float64,248,0,0,0,0
TRIM9,float64,248,0,0,0,0
PSMC6,float64,248,0,0,0,0
GNPNAT1,float64,248,0,0,0,0
DDHD1,float64,248,0,0,0,0
CDKN3,float64,248,0,0,0,0
CNIH1,float64,248,0,0,0,0
CGRRF1,float64,248,0,0,0,0
ATP6V1D,float64,248,0,0,0,0
CCDC198,float64,248,0,0,0,0
PLEK2,float64,248,0,0,0,0
PIGH,float64,248,0,0,0,0
LRRC74A,float64,248,0,0,0,0
PSMA3,float64,248,0,0,0,0
VTI1B,float64,248,0,0,0,0
TIMM9,float64,248,0,0,0,0
GSTZ1,float64,248,0,0,0,0
KIAA0586,float64,248,0,0,0,0
TMED8,float64,248,0,0,0,0
SAMD15,float64,248,0,0,0,0
AHSA1,float64,248,0,0,0,0
DAAM1,float64,248,0,0,0,0
ISM2,float64,248,0,0,0,0
SPTLC2,float64,248,0,0,0,0
RIN3,float64,248,0,0,0,0
LGMN,float64,248,0,0,0,0
ALKBH1,float64,248,0,0,0,0
SNW1,float64,248,0,0,0,0
CHGA,float64,248,0,0,0,0
ITPK1,float64,248,0,0,0,0
DHRS7,float64,248,0,0,0,0
PPM1A,float64,248,0,0,0,0
SIX4,float64,248,0,0,0,0
GALNT16,float64,248,0,0,0,0
ASB2,float64,248,0,0,0,0
CEP128,float64,248,0,0,0,0
ERH,float64,248,0,0,0,0
HIF1A,float64,248,0,0,0,0
SUSD6,float64,248,0,0,0,0
SRSF5,float64,248,0,0,0,0
SLC10A1,float64,248,0,0,0,0
EIF5,float64,248,0,0,0,0
SERPINA4,float64,248,0,0,0,0
SLC8A3,float64,248,0,0,0,0
DICER1,float64,248,0,0,0,0
ZFYVE21,float64,248,0,0,0,0
MTHFD1,float64,248,0,0,0,0
TCL1A,float64,248,0,0,0,0
ZC3H14,float64,248,0,0,0,0
TELO2,float64,248,0,0,0,0
PCNX1,float64,248,0,0,0,0
BDKRB1,float64,248,0,0,0,0
GSKIP,float64,248,0,0,0,0
VRK1,float64,248,0,0,0,0
PSMC1,float64,248,0,0,0,0
PAPLN,float64,248,0,0,0,0
RPS6KA5,float64,248,0,0,0,0
PPP4R3A,float64,248,0,0,0,0
C14orf93,float64,248,0,0,0,0
PSMB5,float64,248,0,0,0,0
YY1,float64,248,0,0,0,0
ACIN1,float64,248,0,0,0,0
CCNB1IP1,float64,248,0,0,0,0
TRIP11,float64,248,0,0,0,0
APEX1,float64,248,0,0,0,0
PABPN1,float64,248,0,0,0,0
EFS,float64,248,0,0,0,0
ARHGAP5,float64,248,0,0,0,0
CINP,float64,248,0,0,0,0
DHRS2,float64,248,0,0,0,0
SRP54,float64,248,0,0,0,0
CPNE6,float64,248,0,0,0,0
CHD8,float64,248,0,0,0,0
PCK2,float64,248,0,0,0,0
PRORP,float64,248,0,0,0,0
DCAF11,float64,248,0,0,0,0
PSMA6,float64,248,0,0,0,0
NFKBIA,float64,248,0,0,0,0
EMC9,float64,248,0,0,0,0
PSME2,float64,248,0,0,0,0
BRMS1L,float64,248,0,0,0,0
REC8,float64,248,0,0,0,0
TM9SF1,float64,248,0,0,0,0
SEC23A,float64,248,0,0,0,0
GMPR2,float64,248,0,0,0,0
PNN,float64,248,0,0,0,0
RABGGTA,float64,248,0,0,0,0
NFATC4,float64,248,0,0,0,0
PLTP,float64,248,0,0,0,0
PCIF1,float64,248,0,0,0,0
GSS,float64,248,0,0,0,0
MMP9,float64,248,0,0,0,0
VSX1,float64,248,0,0,0,0
TRPC4AP,float64,248,0,0,0,0
PYGB,float64,248,0,0,0,0
ABHD12,float64,248,0,0,0,0
PROCR,float64,248,0,0,0,0
GINS1,float64,248,0,0,0,0
NINL,float64,248,0,0,0,0
CD40,float64,248,0,0,0,0
UQCC1,float64,248,0,0,0,0
ZMYND8,float64,248,0,0,0,0
SGK2,float64,248,0,0,0,0
IFT52,float64,248,0,0,0,0
MYBL2,float64,248,0,0,0,0
R3HDML,float64,248,0,0,0,0
HNF4A,float64,248,0,0,0,0
NDRG3,float64,248,0,0,0,0
SLA2,float64,248,0,0,0,0
RAB5IF,float64,248,0,0,0,0
NFATC2,float64,248,0,0,0,0
RIMS4,float64,248,0,0,0,0
PABPC1L,float64,248,0,0,0,0
STK4,float64,248,0,0,0,0
SALL4,float64,248,0,0,0,0
ADNP,float64,248,0,0,0,0
PFDN4,float64,248,0,0,0,0
DOK5,float64,248,0,0,0,0
CSTF1,float64,248,0,0,0,0
BMP7,float64,248,0,0,0,0
RAE1,float64,248,0,0,0,0
TPD52L2,float64,248,0,0,0,0
DNAJC5,float64,248,0,0,0,0
NELFCD,float64,248,0,0,0,0
CTSZ,float64,248,0,0,0,0
PRPF6,float64,248,0,0,0,0
TUBB1,float64,248,0,0,0,0
PRELID3B,float64,248,0,0,0,0
HRH3,float64,248,0,0,0,0
MTG2,float64,248,0,0,0,0
PSMA7,float64,248,0,0,0,0
SLCO4A1,float64,248,0,0,0,0
NTSR1,float64,248,0,0,0,0
MRGBP,float64,248,0,0,0,0
TCFL5,float64,248,0,0,0,0
DIDO1,float64,248,0,0,0,0
GID8,float64,248,0,0,0,0
SLC17A9,float64,248,0,0,0,0
BIRC7,float64,248,0,0,0,0
NKAIN4,float64,248,0,0,0,0
ARFGAP1,float64,248,0,0,0,0
AVP,float64,248,0,0,0,0
COL20A1,float64,248,0,0,0,0
CHRNA4,float64,248,0,0,0,0
EEF1A2,float64,248,0,0,0,0
PTK6,float64,248,0,0,0,0
GMEB2,float64,248,0,0,0,0
ADISSP,float64,248,0,0,0,0
SPEF1,float64,248,0,0,0,0
CDC25B,float64,248,0,0,0,0
ISM1,float64,248,0,0,0,0
RNF24,float64,248,0,0,0,0
ARFRP1,float64,248,0,0,0,0
NDUFAF5,float64,248,0,0,0,0
SEL1L2,float64,248,0,0,0,0
TRIB3,float64,248,0,0,0,0
RASSF2,float64,248,0,0,0,0
CSNK2A1,float64,248,0,0,0,0
SLC52A3,float64,248,0,0,0,0
ANGPT4,float64,248,0,0,0,0
RSPO4,float64,248,0,0,0,0
CDS2,float64,248,0,0,0,0
PROKR2,float64,248,0,0,0,0
HM13,float64,248,0,0,0,0
SNPH,float64,248,0,0,0,0
MYLK2,float64,248,0,0,0,0
SIRPB1,float64,248,0,0,0,0
SEC23B,float64,248,0,0,0,0
FERMT1,float64,248,0,0,0,0
HAO1,float64,248,0,0,0,0
PDYN,float64,248,0,0,0,0
CCM2L,float64,248,0,0,0,0
PLCB4,float64,248,0,0,0,0
MYL9,float64,248,0,0,0,0
HCK,float64,248,0,0,0,0
TM9SF4,float64,248,0,0,0,0
TLDC2,float64,248,0,0,0,0
CRNKL1,float64,248,0,0,0,0
POFUT1,float64,248,0,0,0,0
SAMHD1,float64,248,0,0,0,0
PAK5,float64,248,0,0,0,0
KIF3B,float64,248,0,0,0,0
MROH8,float64,248,0,0,0,0
NOP56,float64,248,0,0,0,0
MANBAL,float64,248,0,0,0,0
IDH3B,float64,248,0,0,0,0
MAPRE1,float64,248,0,0,0,0
JAG1,float64,248,0,0,0,0
CDK5RAP1,float64,248,0,0,0,0
SNTA1,float64,248,0,0,0,0
OXT,float64,248,0,0,0,0
TTI1,float64,248,0,0,0,0
E2F1,float64,248,0,0,0,0
RPRD1B,float64,248,0,0,0,0
PXMP4,float64,248,0,0,0,0
CHMP4B,float64,248,0,0,0,0
BPI,float64,248,0,0,0,0
CST9L,float64,248,0,0,0,0
SLC32A1,float64,248,0,0,0,0
CST3,float64,248,0,0,0,0
ASIP,float64,248,0,0,0,0
CST4,float64,248,0,0,0,0
ACTR5,float64,248,0,0,0,0
WFDC2,float64,248,0,0,0,0
AHCY,float64,248,0,0,0,0
PPP1R16B,float64,248,0,0,0,0
SPINT3,float64,248,0,0,0,0
FAM83D,float64,248,0,0,0,0
EPPIN,float64,248,0,0,0,0
DHX35,float64,248,0,0,0,0
DNTTIP1,float64,248,0,0,0,0
MAP1LC3A,float64,248,0,0,0,0
SYNDIG1,float64,248,0,0,0,0
PIGU,float64,248,0,0,0,0
TNNC2,float64,248,0,0,0,0
ACOT8,float64,248,0,0,0,0
APMAP,float64,248,0,0,0,0
CELF4,float64,248,0,0,0,0
ZNF516,float64,248,0,0,0,0
CDH20,float64,248,0,0,0,0
ADNP2,float64,248,0,0,0,0
RBFA,float64,248,0,0,0,0
USP14,float64,248,0,0,0,0
VAPA,float64,248,0,0,0,0
METTL4,float64,248,0,0,0,0
LPIN2,float64,248,0,0,0,0
SMCHD1,float64,248,0,0,0,0
MYOM1,float64,248,0,0,0,0
MYL12A,float64,248,0,0,0,0
CEP76,float64,248,0,0,0,0
ST8SIA5,float64,248,0,0,0,0
CEP192,float64,248,0,0,0,0
RNMT,float64,248,0,0,0,0
SMAD7,float64,248,0,0,0,0
LIPG,float64,248,0,0,0,0
LAMA1,float64,248,0,0,0,0
RNF125,float64,248,0,0,0,0
ANKRD12,float64,248,0,0,0,0
NOL4,float64,248,0,0,0,0
POLI,float64,248,0,0,0,0
MIB1,float64,248,0,0,0,0
RBBP8,float64,248,0,0,0,0
RIOK3,float64,248,0,0,0,0
CSTF2,float64,248,0,0,0,0
H2BW2,float64,248,0,0,0,0
MXRA5,float64,248,0,0,0,0
VSIG1,float64,248,0,0,0,0
PSMD10,float64,248,0,0,0,0
ATG4A,float64,248,0,0,0,0
STS,float64,248,0,0,0,0
TBL1X,float64,248,0,0,0,0
GPR143,float64,248,0,0,0,0
PGRMC1,float64,248,0,0,0,0
POLA1,float64,248,0,0,0,0
MID1,float64,248,0,0,0,0
NKAP,float64,248,0,0,0,0
RHOXF1,float64,248,0,0,0,0
NXT2,float64,248,0,0,0,0
GUCY2F,float64,248,0,0,0,0
ATP1B4,float64,248,0,0,0,0
MCTS2,float64,248,0,0,0,0
ALG13,float64,248,0,0,0,0
PRPS2,float64,248,0,0,0,0
TLR8,float64,248,0,0,0,0
MOSPD1,float64,248,0,0,0,0
AMMECR1,float64,248,0,0,0,0
CHRDL1,float64,248,0,0,0,0
WDR13,float64,248,0,0,0,0
SUV39H1,float64,248,0,0,0,0
PAGE4,float64,248,0,0,0,0
SRPX,float64,248,0,0,0,0
GLRA2,float64,248,0,0,0,0
XIAP,float64,248,0,0,0,0
STAG2,float64,248,0,0,0,0
ATP11C,float64,248,0,0,0,0
MCF2,float64,248,0,0,0,0
F9,float64,248,0,0,0,0
ABCD1,float64,248,0,0,0,0
CCDC22,float64,248,0,0,0,0
CACNA1F,float64,248,0,0,0,0
SYP,float64,248,0,0,0,0
PLP2,float64,248,0,0,0,0
BMX,float64,248,0,0,0,0
LUZP4,float64,248,0,0,0,0
PLS3,float64,248,0,0,0,0
NAA10,float64,248,0,0,0,0
RENBP,float64,248,0,0,0,0
ELF4,float64,248,0,0,0,0
SMARCA1,float64,248,0,0,0,0
MTMR8,float64,248,0,0,0,0
ASB9,float64,248,0,0,0,0
ZC3H12B,float64,248,0,0,0,0
RBBP7,float64,248,0,0,0,0
PPP1R2C,float64,248,0,0,0,0
KCND1,float64,248,0,0,0,0
OPN1LW,float64,248,0,0,0,0
SLC25A14,float64,248,0,0,0,0
FMR1,float64,248,0,0,0,0
PIM2,float64,248,0,0,0,0
SCML2,float64,248,0,0,0,0
SLC35A2,float64,248,0,0,0,0
PQBP1,float64,248,0,0,0,0
RS1,float64,248,0,0,0,0
PCSK1N,float64,248,0,0,0,0
EMD,float64,248,0,0,0,0
TAFAZZIN,float64,248,0,0,0,0
RAB40AL,float64,248,0,0,0,0
PGK1,float64,248,0,0,0,0
GATA1,float64,248,0,0,0,0
MAGT1,float64,248,0,0,0,0
SMS,float64,248,0,0,0,0
PHEX,float64,248,0,0,0,0
UBL4A,float64,248,0,0,0,0
CD99L2,float64,248,0,0,0,0
EEA1,float64,248,0,0,0,0
GPR50,float64,248,0,0,0,0
RP2,float64,248,0,0,0,0
JADE3,float64,248,0,0,0,0
CDK16,float64,248,0,0,0,0
USP11,float64,248,0,0,0,0
PCYT1B,float64,248,0,0,0,0
BRS3,float64,248,0,0,0,0
HTATSF1,float64,248,0,0,0,0
VGLL1,float64,248,0,0,0,0
CD40LG,float64,248,0,0,0,0
TIMP1,float64,248,0,0,0,0
KLHL4,float64,248,0,0,0,0
GABRE,float64,248,0,0,0,0
PCDH11X,float64,248,0,0,0,0
FGD1,float64,248,0,0,0,0
PIN4,float64,248,0,0,0,0
PORCN,float64,248,0,0,0,0
ITIH6,float64,248,0,0,0,0
MAGED2,float64,248,0,0,0,0
RBM3,float64,248,0,0,0,0
KLF8,float64,248,0,0,0,0
SRPX2,float64,248,0,0,0,0
SYTL4,float64,248,0,0,0,0
ZDHHC15,float64,248,0,0,0,0
CENPI,float64,248,0,0,0,0
DRP2,float64,248,0,0,0,0
TAF7L,float64,248,0,0,0,0
PBDC1,float64,248,0,0,0,0
GLA,float64,248,0,0,0,0
ARMCX3,float64,248,0,0,0,0
BEX4,float64,248,0,0,0,0
RUBCNL,float64,248,0,0,0,0
NALCN,float64,248,0,0,0,0
FGF14,float64,248,0,0,0,0
HTR2A,float64,248,0,0,0,0
NDFIP2,float64,248,0,0,0,0
TNFSF13B,float64,248,0,0,0,0
FNDC3A,float64,248,0,0,0,0
MLNR,float64,248,0,0,0,0
CDADC1,float64,248,0,0,0,0
CAB39L,float64,248,0,0,0,0
KLF5,float64,248,0,0,0,0
STK24,float64,248,0,0,0,0
ACP5,float64,248,0,0,0,0
DNAJC3,float64,248,0,0,0,0
UGGT2,float64,248,0,0,0,0
ARHGEF7,float64,248,0,0,0,0
FGF9,float64,248,0,0,0,0
SGCG,float64,248,0,0,0,0
PARP4,float64,248,0,0,0,0
SUPT20H,float64,248,0,0,0,0
MRPS31,float64,248,0,0,0,0
SLC25A15,float64,248,0,0,0,0
KPNA3,float64,248,0,0,0,0
FLT1,float64,248,0,0,0,0
RGCC,float64,248,0,0,0,0
VWA8,float64,248,0,0,0,0
DGKH,float64,248,0,0,0,0
KATNAL1,float64,248,0,0,0,0
INTS6,float64,248,0,0,0,0
ACOD1,float64,248,0,0,0,0
DHRS12,float64,248,0,0,0,0
MEDAG,float64,248,0,0,0,0
TSC22D1,float64,248,0,0,0,0
CLN5,float64,248,0,0,0,0
OLFM4,float64,248,0,0,0,0
MSLN,float64,248,0,0,0,0
MGRN1,float64,248,0,0,0,0
ZNF629,float64,248,0,0,0,0
TRADD,float64,248,0,0,0,0
HSF4,float64,248,0,0,0,0
CORO1A,float64,248,0,0,0,0
MAPK3,float64,248,0,0,0,0
GDPD3,float64,248,0,0,0,0
ELMO3,float64,248,0,0,0,0
MT4,float64,248,0,0,0,0
PHKB,float64,248,0,0,0,0
LYRM1,float64,248,0,0,0,0
NUTF2,float64,248,0,0,0,0
NUP93,float64,248,0,0,0,0
CENPT,float64,248,0,0,0,0
TSNAXIP1,float64,248,0,0,0,0
NFAT5,float64,248,0,0,0,0
LONP2,float64,248,0,0,0,0
N4BP1,float64,248,0,0,0,0
CBLN1,float64,248,0,0,0,0
ARL2BP,float64,248,0,0,0,0
PLLP,float64,248,0,0,0,0
ZNF423,float64,248,0,0,0,0
CCL22,float64,248,0,0,0,0
DHODH,float64,248,0,0,0,0
CCL17,float64,248,0,0,0,0
CTCF,float64,248,0,0,0,0
ACD,float64,248,0,0,0,0
POLR2C,float64,248,0,0,0,0
PARD6A,float64,248,0,0,0,0
ZNF821,float64,248,0,0,0,0
MMP15,float64,248,0,0,0,0
USB1,float64,248,0,0,0,0
CYB5B,float64,248,0,0,0,0
CFAP263,float64,248,0,0,0,0
PRSS54,float64,248,0,0,0,0
NME3,float64,248,0,0,0,0
NDRG4,float64,248,0,0,0,0
